Causa de muerte (lista reducida);Mes de defunción;Sexo;Periodo;Total
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Junio;Hombres;2022;143
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Junio;Hombres;2021;137
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Junio;Hombres;2020;115
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Junio;Hombres;2019;130
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Junio;Hombres;2018;127
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Junio;Mujeres;2022;303
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Junio;Mujeres;2021;274
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Junio;Mujeres;2020;276
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Junio;Mujeres;2019;273
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Junio;Mujeres;2018;273
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Julio;Hombres;2022;148
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Julio;Hombres;2021;129
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Julio;Hombres;2020;147
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Julio;Hombres;2019;121
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Julio;Hombres;2018;149
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Julio;Mujeres;2022;312
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Julio;Mujeres;2021;289
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Julio;Mujeres;2020;322
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Julio;Mujeres;2019;289
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Julio;Mujeres;2018;271
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Agosto;Hombres;2022;146
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Agosto;Hombres;2021;129
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Agosto;Hombres;2020;143
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Agosto;Hombres;2019;115
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Agosto;Hombres;2018;121
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Agosto;Mujeres;2022;301
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Agosto;Mujeres;2021;282
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Agosto;Mujeres;2020;289
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Agosto;Mujeres;2019;255
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Agosto;Mujeres;2018;289
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Septiembre;Hombres;2022;129
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Septiembre;Hombres;2021;129
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Septiembre;Hombres;2020;151
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Septiembre;Hombres;2019;115
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Septiembre;Hombres;2018;121
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Septiembre;Mujeres;2022;267
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Septiembre;Mujeres;2021;238
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Septiembre;Mujeres;2020;222
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Septiembre;Mujeres;2019;276
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Septiembre;Mujeres;2018;257
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Octubre;Hombres;2022;145
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Octubre;Hombres;2021;155
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Octubre;Hombres;2020;131
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Octubre;Hombres;2019;154
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Octubre;Hombres;2018;123
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Octubre;Mujeres;2022;287
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Octubre;Mujeres;2021;308
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Octubre;Mujeres;2020;286
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Octubre;Mujeres;2019;267
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Octubre;Mujeres;2018;257
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Noviembre;Hombres;2022;144
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Noviembre;Hombres;2021;152
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Noviembre;Hombres;2020;125
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Noviembre;Hombres;2019;166
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Noviembre;Hombres;2018;138
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Noviembre;Mujeres;2022;320
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Noviembre;Mujeres;2021;330
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Noviembre;Mujeres;2020;292
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Noviembre;Mujeres;2019;264
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Noviembre;Mujeres;2018;267
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Diciembre;Hombres;2022;185
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Diciembre;Hombres;2021;166
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Diciembre;Hombres;2020;172
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Diciembre;Hombres;2019;146
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Diciembre;Hombres;2018;164
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Diciembre;Mujeres;2022;376
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Diciembre;Mujeres;2021;342
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Diciembre;Mujeres;2020;303
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Diciembre;Mujeres;2019;282
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Diciembre;Mujeres;2018;299
077-080 XIV.Enfermedades del sistema genitourinario;Enero;Hombres;2022;736
077-080 XIV.Enfermedades del sistema genitourinario;Enero;Hombres;2021;733
077-080 XIV.Enfermedades del sistema genitourinario;Enero;Hombres;2020;690
077-080 XIV.Enfermedades del sistema genitourinario;Enero;Hombres;2019;661
077-080 XIV.Enfermedades del sistema genitourinario;Enero;Hombres;2018;667
077-080 XIV.Enfermedades del sistema genitourinario;Enero;Mujeres;2022;906
077-080 XIV.Enfermedades del sistema genitourinario;Enero;Mujeres;2021;939
077-080 XIV.Enfermedades del sistema genitourinario;Enero;Mujeres;2020;821
077-080 XIV.Enfermedades del sistema genitourinario;Enero;Mujeres;2019;820
077-080 XIV.Enfermedades del sistema genitourinario;Enero;Mujeres;2018;808
077-080 XIV.Enfermedades del sistema genitourinario;Febrero;Hombres;2022;683
077-080 XIV.Enfermedades del sistema genitourinario;Febrero;Hombres;2021;517
077-080 XIV.Enfermedades del sistema genitourinario;Febrero;Hombres;2020;556
077-080 XIV.Enfermedades del sistema genitourinario;Febrero;Hombres;2019;538
077-080 XIV.Enfermedades del sistema genitourinario;Febrero;Hombres;2018;543
077-080 XIV.Enfermedades del sistema genitourinario;Febrero;Mujeres;2022;824
077-080 XIV.Enfermedades del sistema genitourinario;Febrero;Mujeres;2021;724
077-080 XIV.Enfermedades del sistema genitourinario;Febrero;Mujeres;2020;673
077-080 XIV.Enfermedades del sistema genitourinario;Febrero;Mujeres;2019;675
077-080 XIV.Enfermedades del sistema genitourinario;Febrero;Mujeres;2018;699
077-080 XIV.Enfermedades del sistema genitourinario;Marzo;Hombres;2022;643
077-080 XIV.Enfermedades del sistema genitourinario;Marzo;Hombres;2021;561
077-080 XIV.Enfermedades del sistema genitourinario;Marzo;Hombres;2020;670
077-080 XIV.Enfermedades del sistema genitourinario;Marzo;Hombres;2019;567
077-080 XIV.Enfermedades del sistema genitourinario;Marzo;Hombres;2018;547
077-080 XIV.Enfermedades del sistema genitourinario;Marzo;Mujeres;2022;860
077-080 XIV.Enfermedades del sistema genitourinario;Marzo;Mujeres;2021;751
077-080 XIV.Enfermedades del sistema genitourinario;Marzo;Mujeres;2020;845
077-080 XIV.Enfermedades del sistema genitourinario;Marzo;Mujeres;2019;689
077-080 XIV.Enfermedades del sistema genitourinario;Marzo;Mujeres;2018;758
077-080 XIV.Enfermedades del sistema genitourinario;Abril;Hombres;2022;637
077-080 XIV.Enfermedades del sistema genitourinario;Abril;Hombres;2021;496
077-080 XIV.Enfermedades del sistema genitourinario;Abril;Hombres;2020;535
077-080 XIV.Enfermedades del sistema genitourinario;Abril;Hombres;2019;527
077-080 XIV.Enfermedades del sistema genitourinario;Abril;Hombres;2018;527
077-080 XIV.Enfermedades del sistema genitourinario;Abril;Mujeres;2022;850
077-080 XIV.Enfermedades del sistema genitourinario;Abril;Mujeres;2021;740
077-080 XIV.Enfermedades del sistema genitourinario;Abril;Mujeres;2020;735
077-080 XIV.Enfermedades del sistema genitourinario;Abril;Mujeres;2019;600
077-080 XIV.Enfermedades del sistema genitourinario;Abril;Mujeres;2018;634
077-080 XIV.Enfermedades del sistema genitourinario;Mayo;Hombres;2022;619
077-080 XIV.Enfermedades del sistema genitourinario;Mayo;Hombres;2021;517
077-080 XIV.Enfermedades del sistema genitourinario;Mayo;Hombres;2020;527
077-080 XIV.Enfermedades del sistema genitourinario;Mayo;Hombres;2019;510
077-080 XIV.Enfermedades del sistema genitourinario;Mayo;Hombres;2018;444
077-080 XIV.Enfermedades del sistema genitourinario;Mayo;Mujeres;2022;821
077-080 XIV.Enfermedades del sistema genitourinario;Mayo;Mujeres;2021;738
077-080 XIV.Enfermedades del sistema genitourinario;Mayo;Mujeres;2020;723
077-080 XIV.Enfermedades del sistema genitourinario;Mayo;Mujeres;2019;641
077-080 XIV.Enfermedades del sistema genitourinario;Mayo;Mujeres;2018;587
077-080 XIV.Enfermedades del sistema genitourinario;Junio;Hombres;2022;606
077-080 XIV.Enfermedades del sistema genitourinario;Junio;Hombres;2021;513
077-080 XIV.Enfermedades del sistema genitourinario;Junio;Hombres;2020;428
077-080 XIV.Enfermedades del sistema genitourinario;Junio;Hombres;2019;477
077-080 XIV.Enfermedades del sistema genitourinario;Junio;Hombres;2018;447
077-080 XIV.Enfermedades del sistema genitourinario;Junio;Mujeres;2022;794
077-080 XIV.Enfermedades del sistema genitourinario;Junio;Mujeres;2021;718
077-080 XIV.Enfermedades del sistema genitourinario;Junio;Mujeres;2020;679
077-080 XIV.Enfermedades del sistema genitourinario;Junio;Mujeres;2019;596
077-080 XIV.Enfermedades del sistema genitourinario;Junio;Mujeres;2018;603
077-080 XIV.Enfermedades del sistema genitourinario;Julio;Hombres;2022;701
077-080 XIV.Enfermedades del sistema genitourinario;Julio;Hombres;2021;557
077-080 XIV.Enfermedades del sistema genitourinario;Julio;Hombres;2020;554
077-080 XIV.Enfermedades del sistema genitourinario;Julio;Hombres;2019;469
077-080 XIV.Enfermedades del sistema genitourinario;Julio;Hombres;2018;460
077-080 XIV.Enfermedades del sistema genitourinario;Julio;Mujeres;2022;1.096
077-080 XIV.Enfermedades del sistema genitourinario;Julio;Mujeres;2021;797
077-080 XIV.Enfermedades del sistema genitourinario;Julio;Mujeres;2020;861
077-080 XIV.Enfermedades del sistema genitourinario;Julio;Mujeres;2019;681
077-080 XIV.Enfermedades del sistema genitourinario;Julio;Mujeres;2018;644
077-080 XIV.Enfermedades del sistema genitourinario;Agosto;Hombres;2022;621
077-080 XIV.Enfermedades del sistema genitourinario;Agosto;Hombres;2021;632
077-080 XIV.Enfermedades del sistema genitourinario;Agosto;Hombres;2020;630
077-080 XIV.Enfermedades del sistema genitourinario;Agosto;Hombres;2019;486
077-080 XIV.Enfermedades del sistema genitourinario;Agosto;Hombres;2018;488
077-080 XIV.Enfermedades del sistema genitourinario;Agosto;Mujeres;2022;1.019
077-080 XIV.Enfermedades del sistema genitourinario;Agosto;Mujeres;2021;854
077-080 XIV.Enfermedades del sistema genitourinario;Agosto;Mujeres;2020;907
077-080 XIV.Enfermedades del sistema genitourinario;Agosto;Mujeres;2019;670
077-080 XIV.Enfermedades del sistema genitourinario;Agosto;Mujeres;2018;658
077-080 XIV.Enfermedades del sistema genitourinario;Septiembre;Hombres;2022;508
077-080 XIV.Enfermedades del sistema genitourinario;Septiembre;Hombres;2021;527
077-080 XIV.Enfermedades del sistema genitourinario;Septiembre;Hombres;2020;473
077-080 XIV.Enfermedades del sistema genitourinario;Septiembre;Hombres;2019;420
077-080 XIV.Enfermedades del sistema genitourinario;Septiembre;Hombres;2018;442
077-080 XIV.Enfermedades del sistema genitourinario;Septiembre;Mujeres;2022;753
077-080 XIV.Enfermedades del sistema genitourinario;Septiembre;Mujeres;2021;754
077-080 XIV.Enfermedades del sistema genitourinario;Septiembre;Mujeres;2020;695
077-080 XIV.Enfermedades del sistema genitourinario;Septiembre;Mujeres;2019;590
077-080 XIV.Enfermedades del sistema genitourinario;Septiembre;Mujeres;2018;544
077-080 XIV.Enfermedades del sistema genitourinario;Octubre;Hombres;2022;594
077-080 XIV.Enfermedades del sistema genitourinario;Octubre;Hombres;2021;568
077-080 XIV.Enfermedades del sistema genitourinario;Octubre;Hombres;2020;572
077-080 XIV.Enfermedades del sistema genitourinario;Octubre;Hombres;2019;466
077-080 XIV.Enfermedades del sistema genitourinario;Octubre;Hombres;2018;462
077-080 XIV.Enfermedades del sistema genitourinario;Octubre;Mujeres;2022;788
077-080 XIV.Enfermedades del sistema genitourinario;Octubre;Mujeres;2021;778
077-080 XIV.Enfermedades del sistema genitourinario;Octubre;Mujeres;2020;702
077-080 XIV.Enfermedades del sistema genitourinario;Octubre;Mujeres;2019;618
077-080 XIV.Enfermedades del sistema genitourinario;Octubre;Mujeres;2018;577
077-080 XIV.Enfermedades del sistema genitourinario;Noviembre;Hombres;2022;595
077-080 XIV.Enfermedades del sistema genitourinario;Noviembre;Hombres;2021;608
077-080 XIV.Enfermedades del sistema genitourinario;Noviembre;Hombres;2020;532
077-080 XIV.Enfermedades del sistema genitourinario;Noviembre;Hombres;2019;556
077-080 XIV.Enfermedades del sistema genitourinario;Noviembre;Hombres;2018;530
077-080 XIV.Enfermedades del sistema genitourinario;Noviembre;Mujeres;2022;791
077-080 XIV.Enfermedades del sistema genitourinario;Noviembre;Mujeres;2021;792
077-080 XIV.Enfermedades del sistema genitourinario;Noviembre;Mujeres;2020;632
077-080 XIV.Enfermedades del sistema genitourinario;Noviembre;Mujeres;2019;625
077-080 XIV.Enfermedades del sistema genitourinario;Noviembre;Mujeres;2018;679
077-080 XIV.Enfermedades del sistema genitourinario;Diciembre;Hombres;2022;652
077-080 XIV.Enfermedades del sistema genitourinario;Diciembre;Hombres;2021;684
077-080 XIV.Enfermedades del sistema genitourinario;Diciembre;Hombres;2020;596
077-080 XIV.Enfermedades del sistema genitourinario;Diciembre;Hombres;2019;558
077-080 XIV.Enfermedades del sistema genitourinario;Diciembre;Hombres;2018;534
077-080 XIV.Enfermedades del sistema genitourinario;Diciembre;Mujeres;2022;882
077-080 XIV.Enfermedades del sistema genitourinario;Diciembre;Mujeres;2021;960
077-080 XIV.Enfermedades del sistema genitourinario;Diciembre;Mujeres;2020;774
077-080 XIV.Enfermedades del sistema genitourinario;Diciembre;Mujeres;2019;683
077-080 XIV.Enfermedades del sistema genitourinario;Diciembre;Mujeres;2018;659
081 XV.Embarazo, parto y puerperio;Enero;Hombres;2022;0
081 XV.Embarazo, parto y puerperio;Enero;Hombres;2021;0
081 XV.Embarazo, parto y puerperio;Enero;Hombres;2020;0
081 XV.Embarazo, parto y puerperio;Enero;Hombres;2019;0
081 XV.Embarazo, parto y puerperio;Enero;Hombres;2018;0
081 XV.Embarazo, parto y puerperio;Enero;Mujeres;2022;0
081 XV.Embarazo, parto y puerperio;Enero;Mujeres;2021;1
081 XV.Embarazo, parto y puerperio;Enero;Mujeres;2020;2
081 XV.Embarazo, parto y puerperio;Enero;Mujeres;2019;1
081 XV.Embarazo, parto y puerperio;Enero;Mujeres;2018;1
081 XV.Embarazo, parto y puerperio;Febrero;Hombres;2022;0
081 XV.Embarazo, parto y puerperio;Febrero;Hombres;2021;0
081 XV.Embarazo, parto y puerperio;Febrero;Hombres;2020;0
081 XV.Embarazo, parto y puerperio;Febrero;Hombres;2019;0
081 XV.Embarazo, parto y puerperio;Febrero;Hombres;2018;0
081 XV.Embarazo, parto y puerperio;Febrero;Mujeres;2022;1
081 XV.Embarazo, parto y puerperio;Febrero;Mujeres;2021;1
081 XV.Embarazo, parto y puerperio;Febrero;Mujeres;2020;0
081 XV.Embarazo, parto y puerperio;Febrero;Mujeres;2019;0
081 XV.Embarazo, parto y puerperio;Febrero;Mujeres;2018;0
081 XV.Embarazo, parto y puerperio;Marzo;Hombres;2022;0
081 XV.Embarazo, parto y puerperio;Marzo;Hombres;2021;0
081 XV.Embarazo, parto y puerperio;Marzo;Hombres;2020;0
081 XV.Embarazo, parto y puerperio;Marzo;Hombres;2019;0
081 XV.Embarazo, parto y puerperio;Marzo;Hombres;2018;0
081 XV.Embarazo, parto y puerperio;Marzo;Mujeres;2022;3
081 XV.Embarazo, parto y puerperio;Marzo;Mujeres;2021;2
081 XV.Embarazo, parto y puerperio;Marzo;Mujeres;2020;0
081 XV.Embarazo, parto y puerperio;Marzo;Mujeres;2019;1
081 XV.Embarazo, parto y puerperio;Marzo;Mujeres;2018;0
081 XV.Embarazo, parto y puerperio;Abril;Hombres;2022;0
081 XV.Embarazo, parto y puerperio;Abril;Hombres;2021;0
081 XV.Embarazo, parto y puerperio;Abril;Hombres;2020;0
081 XV.Embarazo, parto y puerperio;Abril;Hombres;2019;0
081 XV.Embarazo, parto y puerperio;Abril;Hombres;2018;0
081 XV.Embarazo, parto y puerperio;Abril;Mujeres;2022;1
081 XV.Embarazo, parto y puerperio;Abril;Mujeres;2021;0
081 XV.Embarazo, parto y puerperio;Abril;Mujeres;2020;1
081 XV.Embarazo, parto y puerperio;Abril;Mujeres;2019;0
081 XV.Embarazo, parto y puerperio;Abril;Mujeres;2018;1
081 XV.Embarazo, parto y puerperio;Mayo;Hombres;2022;0
081 XV.Embarazo, parto y puerperio;Mayo;Hombres;2021;0
081 XV.Embarazo, parto y puerperio;Mayo;Hombres;2020;0
081 XV.Embarazo, parto y puerperio;Mayo;Hombres;2019;0
081 XV.Embarazo, parto y puerperio;Mayo;Hombres;2018;0
081 XV.Embarazo, parto y puerperio;Mayo;Mujeres;2022;0
081 XV.Embarazo, parto y puerperio;Mayo;Mujeres;2021;1
081 XV.Embarazo, parto y puerperio;Mayo;Mujeres;2020;2
081 XV.Embarazo, parto y puerperio;Mayo;Mujeres;2019;0
081 XV.Embarazo, parto y puerperio;Mayo;Mujeres;2018;0
081 XV.Embarazo, parto y puerperio;Junio;Hombres;2022;0
081 XV.Embarazo, parto y puerperio;Junio;Hombres;2021;0
081 XV.Embarazo, parto y puerperio;Junio;Hombres;2020;0
081 XV.Embarazo, parto y puerperio;Junio;Hombres;2019;0
081 XV.Embarazo, parto y puerperio;Junio;Hombres;2018;0
081 XV.Embarazo, parto y puerperio;Junio;Mujeres;2022;1
081 XV.Embarazo, parto y puerperio;Junio;Mujeres;2021;0
081 XV.Embarazo, parto y puerperio;Junio;Mujeres;2020;0
081 XV.Embarazo, parto y puerperio;Junio;Mujeres;2019;1
081 XV.Embarazo, parto y puerperio;Junio;Mujeres;2018;0
081 XV.Embarazo, parto y puerperio;Julio;Hombres;2022;0
081 XV.Embarazo, parto y puerperio;Julio;Hombres;2021;0
081 XV.Embarazo, parto y puerperio;Julio;Hombres;2020;0
081 XV.Embarazo, parto y puerperio;Julio;Hombres;2019;0
081 XV.Embarazo, parto y puerperio;Julio;Hombres;2018;0
081 XV.Embarazo, parto y puerperio;Julio;Mujeres;2022;1
081 XV.Embarazo, parto y puerperio;Julio;Mujeres;2021;2
081 XV.Embarazo, parto y puerperio;Julio;Mujeres;2020;0
081 XV.Embarazo, parto y puerperio;Julio;Mujeres;2019;0
081 XV.Embarazo, parto y puerperio;Julio;Mujeres;2018;0
081 XV.Embarazo, parto y puerperio;Agosto;Hombres;2022;0
081 XV.Embarazo, parto y puerperio;Agosto;Hombres;2021;0
081 XV.Embarazo, parto y puerperio;Agosto;Hombres;2020;0
081 XV.Embarazo, parto y puerperio;Agosto;Hombres;2019;0
081 XV.Embarazo, parto y puerperio;Agosto;Hombres;2018;0
081 XV.Embarazo, parto y puerperio;Agosto;Mujeres;2022;2
081 XV.Embarazo, parto y puerperio;Agosto;Mujeres;2021;2
081 XV.Embarazo, parto y puerperio;Agosto;Mujeres;2020;0
081 XV.Embarazo, parto y puerperio;Agosto;Mujeres;2019;1
081 XV.Embarazo, parto y puerperio;Agosto;Mujeres;2018;0
081 XV.Embarazo, parto y puerperio;Septiembre;Hombres;2022;0
081 XV.Embarazo, parto y puerperio;Septiembre;Hombres;2021;0
081 XV.Embarazo, parto y puerperio;Septiembre;Hombres;2020;0
081 XV.Embarazo, parto y puerperio;Septiembre;Hombres;2019;0
081 XV.Embarazo, parto y puerperio;Septiembre;Hombres;2018;0
081 XV.Embarazo, parto y puerperio;Septiembre;Mujeres;2022;0
081 XV.Embarazo, parto y puerperio;Septiembre;Mujeres;2021;2
081 XV.Embarazo, parto y puerperio;Septiembre;Mujeres;2020;0
081 XV.Embarazo, parto y puerperio;Septiembre;Mujeres;2019;1
081 XV.Embarazo, parto y puerperio;Septiembre;Mujeres;2018;2
081 XV.Embarazo, parto y puerperio;Octubre;Hombres;2022;0
081 XV.Embarazo, parto y puerperio;Octubre;Hombres;2021;0
081 XV.Embarazo, parto y puerperio;Octubre;Hombres;2020;0
081 XV.Embarazo, parto y puerperio;Octubre;Hombres;2019;0
081 XV.Embarazo, parto y puerperio;Octubre;Hombres;2018;0
081 XV.Embarazo, parto y puerperio;Octubre;Mujeres;2022;0
081 XV.Embarazo, parto y puerperio;Octubre;Mujeres;2021;0
081 XV.Embarazo, parto y puerperio;Octubre;Mujeres;2020;2
081 XV.Embarazo, parto y puerperio;Octubre;Mujeres;2019;0
081 XV.Embarazo, parto y puerperio;Octubre;Mujeres;2018;1
081 XV.Embarazo, parto y puerperio;Noviembre;Hombres;2022;0
081 XV.Embarazo, parto y puerperio;Noviembre;Hombres;2021;0
081 XV.Embarazo, parto y puerperio;Noviembre;Hombres;2020;0
081 XV.Embarazo, parto y puerperio;Noviembre;Hombres;2019;0
081 XV.Embarazo, parto y puerperio;Noviembre;Hombres;2018;0
081 XV.Embarazo, parto y puerperio;Noviembre;Mujeres;2022;1
081 XV.Embarazo, parto y puerperio;Noviembre;Mujeres;2021;0
081 XV.Embarazo, parto y puerperio;Noviembre;Mujeres;2020;2
081 XV.Embarazo, parto y puerperio;Noviembre;Mujeres;2019;0
081 XV.Embarazo, parto y puerperio;Noviembre;Mujeres;2018;1
081 XV.Embarazo, parto y puerperio;Diciembre;Hombres;2022;0
081 XV.Embarazo, parto y puerperio;Diciembre;Hombres;2021;0
081 XV.Embarazo, parto y puerperio;Diciembre;Hombres;2020;0
081 XV.Embarazo, parto y puerperio;Diciembre;Hombres;2019;0
081 XV.Embarazo, parto y puerperio;Diciembre;Hombres;2018;0
081 XV.Embarazo, parto y puerperio;Diciembre;Mujeres;2022;1
081 XV.Embarazo, parto y puerperio;Diciembre;Mujeres;2021;0
081 XV.Embarazo, parto y puerperio;Diciembre;Mujeres;2020;1
081 XV.Embarazo, parto y puerperio;Diciembre;Mujeres;2019;1
081 XV.Embarazo, parto y puerperio;Diciembre;Mujeres;2018;1
082 XVI.Afecciones originadas en el periodo perinatal;Enero;Hombres;2022;30
082 XVI.Afecciones originadas en el periodo perinatal;Enero;Hombres;2021;22
082 XVI.Afecciones originadas en el periodo perinatal;Enero;Hombres;2020;19
082 XVI.Afecciones originadas en el periodo perinatal;Enero;Hombres;2019;32
082 XVI.Afecciones originadas en el periodo perinatal;Enero;Hombres;2018;23
082 XVI.Afecciones originadas en el periodo perinatal;Enero;Mujeres;2022;15
082 XVI.Afecciones originadas en el periodo perinatal;Enero;Mujeres;2021;15
082 XVI.Afecciones originadas en el periodo perinatal;Enero;Mujeres;2020;26
082 XVI.Afecciones originadas en el periodo perinatal;Enero;Mujeres;2019;21
082 XVI.Afecciones originadas en el periodo perinatal;Enero;Mujeres;2018;27
082 XVI.Afecciones originadas en el periodo perinatal;Febrero;Hombres;2022;23
082 XVI.Afecciones originadas en el periodo perinatal;Febrero;Hombres;2021;26
082 XVI.Afecciones originadas en el periodo perinatal;Febrero;Hombres;2020;30
082 XVI.Afecciones originadas en el periodo perinatal;Febrero;Hombres;2019;25
082 XVI.Afecciones originadas en el periodo perinatal;Febrero;Hombres;2018;23
082 XVI.Afecciones originadas en el periodo perinatal;Febrero;Mujeres;2022;14
082 XVI.Afecciones originadas en el periodo perinatal;Febrero;Mujeres;2021;12
082 XVI.Afecciones originadas en el periodo perinatal;Febrero;Mujeres;2020;21
082 XVI.Afecciones originadas en el periodo perinatal;Febrero;Mujeres;2019;17
082 XVI.Afecciones originadas en el periodo perinatal;Febrero;Mujeres;2018;29
082 XVI.Afecciones originadas en el periodo perinatal;Marzo;Hombres;2022;16
082 XVI.Afecciones originadas en el periodo perinatal;Marzo;Hombres;2021;30
082 XVI.Afecciones originadas en el periodo perinatal;Marzo;Hombres;2020;19
082 XVI.Afecciones originadas en el periodo perinatal;Marzo;Hombres;2019;21
082 XVI.Afecciones originadas en el periodo perinatal;Marzo;Hombres;2018;25
082 XVI.Afecciones originadas en el periodo perinatal;Marzo;Mujeres;2022;20
082 XVI.Afecciones originadas en el periodo perinatal;Marzo;Mujeres;2021;22
082 XVI.Afecciones originadas en el periodo perinatal;Marzo;Mujeres;2020;11
082 XVI.Afecciones originadas en el periodo perinatal;Marzo;Mujeres;2019;16
082 XVI.Afecciones originadas en el periodo perinatal;Marzo;Mujeres;2018;25
082 XVI.Afecciones originadas en el periodo perinatal;Abril;Hombres;2022;18
082 XVI.Afecciones originadas en el periodo perinatal;Abril;Hombres;2021;15
082 XVI.Afecciones originadas en el periodo perinatal;Abril;Hombres;2020;31
082 XVI.Afecciones originadas en el periodo perinatal;Abril;Hombres;2019;28
082 XVI.Afecciones originadas en el periodo perinatal;Abril;Hombres;2018;36
082 XVI.Afecciones originadas en el periodo perinatal;Abril;Mujeres;2022;12
082 XVI.Afecciones originadas en el periodo perinatal;Abril;Mujeres;2021;21
082 XVI.Afecciones originadas en el periodo perinatal;Abril;Mujeres;2020;26
