Provincias;Edad (grupos quinquenales);Españoles/Extranjeros;Sexo;Periodo;Total
21 Huelva;100 años y más;TOTAL;Mujeres;2019;114
21 Huelva;100 años y más;TOTAL;Mujeres;2018;114
22 Huesca;0-4 años;TOTAL;Hombres;2022;4.358
22 Huesca;0-4 años;TOTAL;Hombres;2021;4.474
22 Huesca;0-4 años;TOTAL;Hombres;2020;4.683
22 Huesca;0-4 años;TOTAL;Hombres;2019;4.638
22 Huesca;0-4 años;TOTAL;Hombres;2018;4.662
22 Huesca;0-4 años;TOTAL;Mujeres;2022;4.098
22 Huesca;0-4 años;TOTAL;Mujeres;2021;4.177
22 Huesca;0-4 años;TOTAL;Mujeres;2020;4.381
22 Huesca;0-4 años;TOTAL;Mujeres;2019;4.385
22 Huesca;0-4 años;TOTAL;Mujeres;2018;4.457
22 Huesca;5-9 años;TOTAL;Hombres;2022;5.196
22 Huesca;5-9 años;TOTAL;Hombres;2021;5.191
22 Huesca;5-9 años;TOTAL;Hombres;2020;5.156
22 Huesca;5-9 años;TOTAL;Hombres;2019;5.232
22 Huesca;5-9 años;TOTAL;Hombres;2018;5.248
22 Huesca;5-9 años;TOTAL;Mujeres;2022;4.941
22 Huesca;5-9 años;TOTAL;Mujeres;2021;5.061
22 Huesca;5-9 años;TOTAL;Mujeres;2020;5.046
22 Huesca;5-9 años;TOTAL;Mujeres;2019;5.098
22 Huesca;5-9 años;TOTAL;Mujeres;2018;5.060
22 Huesca;10-14 años;TOTAL;Hombres;2022;5.657
22 Huesca;10-14 años;TOTAL;Hombres;2021;5.664
22 Huesca;10-14 años;TOTAL;Hombres;2020;5.597
22 Huesca;10-14 años;TOTAL;Hombres;2019;5.466
22 Huesca;10-14 años;TOTAL;Hombres;2018;5.273
22 Huesca;10-14 años;TOTAL;Mujeres;2022;5.354
22 Huesca;10-14 años;TOTAL;Mujeres;2021;5.323
22 Huesca;10-14 años;TOTAL;Mujeres;2020;5.201
22 Huesca;10-14 años;TOTAL;Mujeres;2019;5.149
22 Huesca;10-14 años;TOTAL;Mujeres;2018;5.025
22 Huesca;15-19 años;TOTAL;Hombres;2022;5.556
22 Huesca;15-19 años;TOTAL;Hombres;2021;5.399
22 Huesca;15-19 años;TOTAL;Hombres;2020;5.305
22 Huesca;15-19 años;TOTAL;Hombres;2019;5.115
22 Huesca;15-19 años;TOTAL;Hombres;2018;5.107
22 Huesca;15-19 años;TOTAL;Mujeres;2022;5.109
22 Huesca;15-19 años;TOTAL;Mujeres;2021;5.045
22 Huesca;15-19 años;TOTAL;Mujeres;2020;5.001
22 Huesca;15-19 años;TOTAL;Mujeres;2019;4.924
22 Huesca;15-19 años;TOTAL;Mujeres;2018;4.805
22 Huesca;20-24 años;TOTAL;Hombres;2022;5.757
22 Huesca;20-24 años;TOTAL;Hombres;2021;5.748
22 Huesca;20-24 años;TOTAL;Hombres;2020;5.688
22 Huesca;20-24 años;TOTAL;Hombres;2019;5.509
22 Huesca;20-24 años;TOTAL;Hombres;2018;5.364
22 Huesca;20-24 años;TOTAL;Mujeres;2022;5.229
22 Huesca;20-24 años;TOTAL;Mujeres;2021;5.166
22 Huesca;20-24 años;TOTAL;Mujeres;2020;5.072
22 Huesca;20-24 años;TOTAL;Mujeres;2019;4.947
22 Huesca;20-24 años;TOTAL;Mujeres;2018;4.808
22 Huesca;25-29 años;TOTAL;Hombres;2022;6.077
22 Huesca;25-29 años;TOTAL;Hombres;2021;5.962
22 Huesca;25-29 años;TOTAL;Hombres;2020;5.765
22 Huesca;25-29 años;TOTAL;Hombres;2019;5.639
22 Huesca;25-29 años;TOTAL;Hombres;2018;5.670
22 Huesca;25-29 años;TOTAL;Mujeres;2022;5.253
22 Huesca;25-29 años;TOTAL;Mujeres;2021;5.193
22 Huesca;25-29 años;TOTAL;Mujeres;2020;5.233
22 Huesca;25-29 años;TOTAL;Mujeres;2019;5.119
22 Huesca;25-29 años;TOTAL;Mujeres;2018;5.234
22 Huesca;30-34 años;TOTAL;Hombres;2022;6.379
22 Huesca;30-34 años;TOTAL;Hombres;2021;6.450
22 Huesca;30-34 años;TOTAL;Hombres;2020;6.493
22 Huesca;30-34 años;TOTAL;Hombres;2019;6.454
22 Huesca;30-34 años;TOTAL;Hombres;2018;6.476
22 Huesca;30-34 años;TOTAL;Mujeres;2022;5.769
22 Huesca;30-34 años;TOTAL;Mujeres;2021;5.884
22 Huesca;30-34 años;TOTAL;Mujeres;2020;5.967
22 Huesca;30-34 años;TOTAL;Mujeres;2019;5.963
22 Huesca;30-34 años;TOTAL;Mujeres;2018;5.995
22 Huesca;35-39 años;TOTAL;Hombres;2022;7.413
22 Huesca;35-39 años;TOTAL;Hombres;2021;7.590
22 Huesca;35-39 años;TOTAL;Hombres;2020;7.802
22 Huesca;35-39 años;TOTAL;Hombres;2019;8.016
22 Huesca;35-39 años;TOTAL;Hombres;2018;8.346
22 Huesca;35-39 años;TOTAL;Mujeres;2022;6.635
22 Huesca;35-39 años;TOTAL;Mujeres;2021;6.781
22 Huesca;35-39 años;TOTAL;Mujeres;2020;6.971
22 Huesca;35-39 años;TOTAL;Mujeres;2019;7.139
22 Huesca;35-39 años;TOTAL;Mujeres;2018;7.446
22 Huesca;40-44 años;TOTAL;Hombres;2022;9.380
22 Huesca;40-44 años;TOTAL;Hombres;2021;9.516
22 Huesca;40-44 años;TOTAL;Hombres;2020;9.362
22 Huesca;40-44 años;TOTAL;Hombres;2019;9.326
22 Huesca;40-44 años;TOTAL;Hombres;2018;9.180
22 Huesca;40-44 años;TOTAL;Mujeres;2022;8.230
22 Huesca;40-44 años;TOTAL;Mujeres;2021;8.349
22 Huesca;40-44 años;TOTAL;Mujeres;2020;8.400
22 Huesca;40-44 años;TOTAL;Mujeres;2019;8.317
22 Huesca;40-44 años;TOTAL;Mujeres;2018;8.267
22 Huesca;45-49 años;TOTAL;Hombres;2022;9.522
22 Huesca;45-49 años;TOTAL;Hombres;2021;9.344
22 Huesca;45-49 años;TOTAL;Hombres;2020;9.061
22 Huesca;45-49 años;TOTAL;Hombres;2019;8.956
22 Huesca;45-49 años;TOTAL;Hombres;2018;8.857
22 Huesca;45-49 años;TOTAL;Mujeres;2022;8.497
22 Huesca;45-49 años;TOTAL;Mujeres;2021;8.397
22 Huesca;45-49 años;TOTAL;Mujeres;2020;8.180
22 Huesca;45-49 años;TOTAL;Mujeres;2019;8.150
22 Huesca;45-49 años;TOTAL;Mujeres;2018;8.095
22 Huesca;50-54 años;TOTAL;Hombres;2022;8.956
22 Huesca;50-54 años;TOTAL;Hombres;2021;8.893
22 Huesca;50-54 años;TOTAL;Hombres;2020;8.826
22 Huesca;50-54 años;TOTAL;Hombres;2019;8.765
22 Huesca;50-54 años;TOTAL;Hombres;2018;8.847
22 Huesca;50-54 años;TOTAL;Mujeres;2022;8.354
22 Huesca;50-54 años;TOTAL;Mujeres;2021;8.252
22 Huesca;50-54 años;TOTAL;Mujeres;2020;8.209
22 Huesca;50-54 años;TOTAL;Mujeres;2019;8.139
22 Huesca;50-54 años;TOTAL;Mujeres;2018;8.114
22 Huesca;55-59 años;TOTAL;Hombres;2022;8.922
22 Huesca;55-59 años;TOTAL;Hombres;2021;8.793
22 Huesca;55-59 años;TOTAL;Hombres;2020;8.552
22 Huesca;55-59 años;TOTAL;Hombres;2019;8.378
22 Huesca;55-59 años;TOTAL;Hombres;2018;8.286
22 Huesca;55-59 años;TOTAL;Mujeres;2022;8.188
22 Huesca;55-59 años;TOTAL;Mujeres;2021;8.112
22 Huesca;55-59 años;TOTAL;Mujeres;2020;8.032
22 Huesca;55-59 años;TOTAL;Mujeres;2019;7.948
22 Huesca;55-59 años;TOTAL;Mujeres;2018;7.731
22 Huesca;60-64 años;TOTAL;Hombres;2022;7.982
22 Huesca;60-64 años;TOTAL;Hombres;2021;7.754
22 Huesca;60-64 años;TOTAL;Hombres;2020;7.592
22 Huesca;60-64 años;TOTAL;Hombres;2019;7.316
22 Huesca;60-64 años;TOTAL;Hombres;2018;7.055
22 Huesca;60-64 años;TOTAL;Mujeres;2022;7.623
22 Huesca;60-64 años;TOTAL;Mujeres;2021;7.450
22 Huesca;60-64 años;TOTAL;Mujeres;2020;7.156
22 Huesca;60-64 años;TOTAL;Mujeres;2019;6.875
22 Huesca;60-64 años;TOTAL;Mujeres;2018;6.705
22 Huesca;65-69 años;TOTAL;Hombres;2022;6.518
22 Huesca;65-69 años;TOTAL;Hombres;2021;6.248
22 Huesca;65-69 años;TOTAL;Hombres;2020;6.012
22 Huesca;65-69 años;TOTAL;Hombres;2019;5.994
22 Huesca;65-69 años;TOTAL;Hombres;2018;5.888
22 Huesca;65-69 años;TOTAL;Mujeres;2022;6.424
22 Huesca;65-69 años;TOTAL;Mujeres;2021;6.203
22 Huesca;65-69 años;TOTAL;Mujeres;2020;5.957
22 Huesca;65-69 años;TOTAL;Mujeres;2019;5.877
22 Huesca;65-69 años;TOTAL;Mujeres;2018;5.855
22 Huesca;70-74 años;TOTAL;Hombres;2022;5.426
22 Huesca;70-74 años;TOTAL;Hombres;2021;5.454
22 Huesca;70-74 años;TOTAL;Hombres;2020;5.399
22 Huesca;70-74 años;TOTAL;Hombres;2019;5.284
22 Huesca;70-74 años;TOTAL;Hombres;2018;5.155
22 Huesca;70-74 años;TOTAL;Mujeres;2022;5.565
22 Huesca;70-74 años;TOTAL;Mujeres;2021;5.503
22 Huesca;70-74 años;TOTAL;Mujeres;2020;5.556
22 Huesca;70-74 años;TOTAL;Mujeres;2019;5.483
22 Huesca;70-74 años;TOTAL;Mujeres;2018;5.405
22 Huesca;75-79 años;TOTAL;Hombres;2022;4.352
22 Huesca;75-79 años;TOTAL;Hombres;2021;4.108
22 Huesca;75-79 años;TOTAL;Hombres;2020;3.982
22 Huesca;75-79 años;TOTAL;Hombres;2019;3.625
22 Huesca;75-79 años;TOTAL;Hombres;2018;3.429
22 Huesca;75-79 años;TOTAL;Mujeres;2022;5.042
22 Huesca;75-79 años;TOTAL;Mujeres;2021;4.838
22 Huesca;75-79 años;TOTAL;Mujeres;2020;4.680
22 Huesca;75-79 años;TOTAL;Mujeres;2019;4.315
22 Huesca;75-79 años;TOTAL;Mujeres;2018;4.102
22 Huesca;80-84 años;TOTAL;Hombres;2022;2.850
22 Huesca;80-84 años;TOTAL;Hombres;2021;2.993
22 Huesca;80-84 años;TOTAL;Hombres;2020;3.179
22 Huesca;80-84 años;TOTAL;Hombres;2019;3.573
22 Huesca;80-84 años;TOTAL;Hombres;2018;3.846
22 Huesca;80-84 años;TOTAL;Mujeres;2022;3.767
22 Huesca;80-84 años;TOTAL;Mujeres;2021;4.018
22 Huesca;80-84 años;TOTAL;Mujeres;2020;4.187
22 Huesca;80-84 años;TOTAL;Mujeres;2019;4.553
22 Huesca;80-84 años;TOTAL;Mujeres;2018;4.854
22 Huesca;85-89 años;TOTAL;Hombres;2022;2.617
22 Huesca;85-89 años;TOTAL;Hombres;2021;2.621
22 Huesca;85-89 años;TOTAL;Hombres;2020;2.592
22 Huesca;85-89 años;TOTAL;Hombres;2019;2.576
22 Huesca;85-89 años;TOTAL;Hombres;2018;2.537
22 Huesca;85-89 años;TOTAL;Mujeres;2022;3.915
22 Huesca;85-89 años;TOTAL;Mujeres;2021;3.932
22 Huesca;85-89 años;TOTAL;Mujeres;2020;4.017
22 Huesca;85-89 años;TOTAL;Mujeres;2019;3.993
22 Huesca;85-89 años;TOTAL;Mujeres;2018;4.032
22 Huesca;90-94 años;TOTAL;Hombres;2022;1.148
22 Huesca;90-94 años;TOTAL;Hombres;2021;1.135
22 Huesca;90-94 años;TOTAL;Hombres;2020;1.131
22 Huesca;90-94 años;TOTAL;Hombres;2019;1.094
22 Huesca;90-94 años;TOTAL;Hombres;2018;1.136
22 Huesca;90-94 años;TOTAL;Mujeres;2022;2.266
22 Huesca;90-94 años;TOTAL;Mujeres;2021;2.203
22 Huesca;90-94 años;TOTAL;Mujeres;2020;2.198
22 Huesca;90-94 años;TOTAL;Mujeres;2019;2.157
22 Huesca;90-94 años;TOTAL;Mujeres;2018;2.042
22 Huesca;95-99 años;TOTAL;Hombres;2022;280
22 Huesca;95-99 años;TOTAL;Hombres;2021;244
22 Huesca;95-99 años;TOTAL;Hombres;2020;276
22 Huesca;95-99 años;TOTAL;Hombres;2019;246
22 Huesca;95-99 años;TOTAL;Hombres;2018;211
22 Huesca;95-99 años;TOTAL;Mujeres;2022;701
22 Huesca;95-99 años;TOTAL;Mujeres;2021;660
22 Huesca;95-99 años;TOTAL;Mujeres;2020;648
22 Huesca;95-99 años;TOTAL;Mujeres;2019;610
22 Huesca;95-99 años;TOTAL;Mujeres;2018;612
22 Huesca;100 años y más;TOTAL;Hombres;2022;25
22 Huesca;100 años y más;TOTAL;Hombres;2021;26
22 Huesca;100 años y más;TOTAL;Hombres;2020;26
22 Huesca;100 años y más;TOTAL;Hombres;2019;26
22 Huesca;100 años y más;TOTAL;Hombres;2018;26
22 Huesca;100 años y más;TOTAL;Mujeres;2022;125
22 Huesca;100 años y más;TOTAL;Mujeres;2021;110
22 Huesca;100 años y más;TOTAL;Mujeres;2020;116
22 Huesca;100 años y más;TOTAL;Mujeres;2019;92
22 Huesca;100 años y más;TOTAL;Mujeres;2018;102
23 Jaén;0-4 años;TOTAL;Hombres;2022;11.961
23 Jaén;0-4 años;TOTAL;Hombres;2021;12.468
23 Jaén;0-4 años;TOTAL;Hombres;2020;12.574
23 Jaén;0-4 años;TOTAL;Hombres;2019;13.211
23 Jaén;0-4 años;TOTAL;Hombres;2018;13.447
23 Jaén;0-4 años;TOTAL;Mujeres;2022;11.303
23 Jaén;0-4 años;TOTAL;Mujeres;2021;11.658
23 Jaén;0-4 años;TOTAL;Mujeres;2020;11.812
23 Jaén;0-4 años;TOTAL;Mujeres;2019;12.590
23 Jaén;0-4 años;TOTAL;Mujeres;2018;12.854
23 Jaén;5-9 años;TOTAL;Hombres;2022;14.203
23 Jaén;5-9 años;TOTAL;Hombres;2021;14.442
23 Jaén;5-9 años;TOTAL;Hombres;2020;14.808
23 Jaén;5-9 años;TOTAL;Hombres;2019;15.336
23 Jaén;5-9 años;TOTAL;Hombres;2018;16.160
23 Jaén;5-9 años;TOTAL;Mujeres;2022;13.399
23 Jaén;5-9 años;TOTAL;Mujeres;2021;13.736
23 Jaén;5-9 años;TOTAL;Mujeres;2020;14.038
23 Jaén;5-9 años;TOTAL;Mujeres;2019;14.433
23 Jaén;5-9 años;TOTAL;Mujeres;2018;15.163
23 Jaén;10-14 años;TOTAL;Hombres;2022;16.623
23 Jaén;10-14 años;TOTAL;Hombres;2021;16.906
23 Jaén;10-14 años;TOTAL;Hombres;2020;17.064
23 Jaén;10-14 años;TOTAL;Hombres;2019;17.248
23 Jaén;10-14 años;TOTAL;Hombres;2018;17.208
23 Jaén;10-14 años;TOTAL;Mujeres;2022;15.612
23 Jaén;10-14 años;TOTAL;Mujeres;2021;16.067
23 Jaén;10-14 años;TOTAL;Mujeres;2020;16.327
23 Jaén;10-14 años;TOTAL;Mujeres;2019;16.427
23 Jaén;10-14 años;TOTAL;Mujeres;2018;16.482
23 Jaén;15-19 años;TOTAL;Hombres;2022;17.297
23 Jaén;15-19 años;TOTAL;Hombres;2021;17.274
23 Jaén;15-19 años;TOTAL;Hombres;2020;17.468
23 Jaén;15-19 años;TOTAL;Hombres;2019;17.726
23 Jaén;15-19 años;TOTAL;Hombres;2018;17.848
23 Jaén;15-19 años;TOTAL;Mujeres;2022;16.506
23 Jaén;15-19 años;TOTAL;Mujeres;2021;16.338
23 Jaén;15-19 años;TOTAL;Mujeres;2020;16.479
23 Jaén;15-19 años;TOTAL;Mujeres;2019;16.692
23 Jaén;15-19 años;TOTAL;Mujeres;2018;16.703
23 Jaén;20-24 años;TOTAL;Hombres;2022;18.035
23 Jaén;20-24 años;TOTAL;Hombres;2021;18.267
23 Jaén;20-24 años;TOTAL;Hombres;2020;18.570
23 Jaén;20-24 años;TOTAL;Hombres;2019;18.784
23 Jaén;20-24 años;TOTAL;Hombres;2018;19.637
23 Jaén;20-24 años;TOTAL;Mujeres;2022;16.867
23 Jaén;20-24 años;TOTAL;Mujeres;2021;17.088
23 Jaén;20-24 años;TOTAL;Mujeres;2020;17.356
23 Jaén;20-24 años;TOTAL;Mujeres;2019;17.562
23 Jaén;20-24 años;TOTAL;Mujeres;2018;18.389
23 Jaén;25-29 años;TOTAL;Hombres;2022;19.164
23 Jaén;25-29 años;TOTAL;Hombres;2021;19.797
23 Jaén;25-29 años;TOTAL;Hombres;2020;20.080
23 Jaén;25-29 años;TOTAL;Hombres;2019;20.666
23 Jaén;25-29 años;TOTAL;Hombres;2018;20.869
23 Jaén;25-29 años;TOTAL;Mujeres;2022;17.744
23 Jaén;25-29 años;TOTAL;Mujeres;2021;18.359
23 Jaén;25-29 años;TOTAL;Mujeres;2020;18.636
23 Jaén;25-29 años;TOTAL;Mujeres;2019;19.298
23 Jaén;25-29 años;TOTAL;Mujeres;2018;19.506
23 Jaén;30-34 años;TOTAL;Hombres;2022;19.541
23 Jaén;30-34 años;TOTAL;Hombres;2021;19.543
23 Jaén;30-34 años;TOTAL;Hombres;2020;19.602
23 Jaén;30-34 años;TOTAL;Hombres;2019;19.714
23 Jaén;30-34 años;TOTAL;Hombres;2018;20.074
23 Jaén;30-34 años;TOTAL;Mujeres;2022;18.057
23 Jaén;30-34 años;TOTAL;Mujeres;2021;18.229
23 Jaén;30-34 años;TOTAL;Mujeres;2020;18.309
23 Jaén;30-34 años;TOTAL;Mujeres;2019;18.507
23 Jaén;30-34 años;TOTAL;Mujeres;2018;19.037
23 Jaén;35-39 años;TOTAL;Hombres;2022;19.762
23 Jaén;35-39 años;TOTAL;Hombres;2021;20.339
23 Jaén;35-39 años;TOTAL;Hombres;2020;21.160
23 Jaén;35-39 años;TOTAL;Hombres;2019;21.903
23 Jaén;35-39 años;TOTAL;Hombres;2018;22.647
23 Jaén;35-39 años;TOTAL;Mujeres;2022;18.847
23 Jaén;35-39 años;TOTAL;Mujeres;2021;19.214
23 Jaén;35-39 años;TOTAL;Mujeres;2020;19.874
23 Jaén;35-39 años;TOTAL;Mujeres;2019;20.373
23 Jaén;35-39 años;TOTAL;Mujeres;2018;21.036
23 Jaén;40-44 años;TOTAL;Hombres;2022;22.613
23 Jaén;40-44 años;TOTAL;Hombres;2021;23.060
23 Jaén;40-44 años;TOTAL;Hombres;2020;23.383
23 Jaén;40-44 años;TOTAL;Hombres;2019;23.406
23 Jaén;40-44 años;TOTAL;Hombres;2018;23.664
23 Jaén;40-44 años;TOTAL;Mujeres;2022;21.260
23 Jaén;40-44 años;TOTAL;Mujeres;2021;21.837
23 Jaén;40-44 años;TOTAL;Mujeres;2020;21.976
23 Jaén;40-44 años;TOTAL;Mujeres;2019;22.318
23 Jaén;40-44 años;TOTAL;Mujeres;2018;22.449
23 Jaén;45-49 años;TOTAL;Hombres;2022;23.521
23 Jaén;45-49 años;TOTAL;Hombres;2021;23.791
23 Jaén;45-49 años;TOTAL;Hombres;2020;23.975
23 Jaén;45-49 años;TOTAL;Hombres;2019;24.313
23 Jaén;45-49 años;TOTAL;Hombres;2018;24.669
23 Jaén;45-49 años;TOTAL;Mujeres;2022;22.623
23 Jaén;45-49 años;TOTAL;Mujeres;2021;22.650
23 Jaén;45-49 años;TOTAL;Mujeres;2020;22.911
23 Jaén;45-49 años;TOTAL;Mujeres;2019;23.195
23 Jaén;45-49 años;TOTAL;Mujeres;2018;23.826
23 Jaén;50-54 años;TOTAL;Hombres;2022;24.748
23 Jaén;50-54 años;TOTAL;Hombres;2021;24.785
23 Jaén;50-54 años;TOTAL;Hombres;2020;25.213
23 Jaén;50-54 años;TOTAL;Hombres;2019;25.760
23 Jaén;50-54 años;TOTAL;Hombres;2018;26.026
23 Jaén;50-54 años;TOTAL;Mujeres;2022;24.186
23 Jaén;50-54 años;TOTAL;Mujeres;2021;24.625
23 Jaén;50-54 años;TOTAL;Mujeres;2020;25.213
23 Jaén;50-54 años;TOTAL;Mujeres;2019;25.821
23 Jaén;50-54 años;TOTAL;Mujeres;2018;25.864
23 Jaén;55-59 años;TOTAL;Hombres;2022;24.918
23 Jaén;55-59 años;TOTAL;Hombres;2021;25.041
23 Jaén;55-59 años;TOTAL;Hombres;2020;24.779
23 Jaén;55-59 años;TOTAL;Hombres;2019;23.900
23 Jaén;55-59 años;TOTAL;Hombres;2018;23.483
23 Jaén;55-59 años;TOTAL;Mujeres;2022;25.362
23 Jaén;55-59 años;TOTAL;Mujeres;2021;25.252
23 Jaén;55-59 años;TOTAL;Mujeres;2020;24.979
23 Jaén;55-59 años;TOTAL;Mujeres;2019;24.011
23 Jaén;55-59 años;TOTAL;Mujeres;2018;23.552
23 Jaén;60-64 años;TOTAL;Hombres;2022;22.211
23 Jaén;60-64 años;TOTAL;Hombres;2021;21.515
23 Jaén;60-64 años;TOTAL;Hombres;2020;20.443
23 Jaén;60-64 años;TOTAL;Hombres;2019;19.318
23 Jaén;60-64 años;TOTAL;Hombres;2018;18.366
23 Jaén;60-64 años;TOTAL;Mujeres;2022;22.536
23 Jaén;60-64 años;TOTAL;Mujeres;2021;21.694
23 Jaén;60-64 años;TOTAL;Mujeres;2020;20.456
23 Jaén;60-64 años;TOTAL;Mujeres;2019;19.380
23 Jaén;60-64 años;TOTAL;Mujeres;2018;18.472
23 Jaén;65-69 años;TOTAL;Hombres;2022;16.728
23 Jaén;65-69 años;TOTAL;Hombres;2021;15.722
23 Jaén;65-69 años;TOTAL;Hombres;2020;14.922
23 Jaén;65-69 años;TOTAL;Hombres;2019;14.560
23 Jaén;65-69 años;TOTAL;Hombres;2018;14.366
23 Jaén;65-69 años;TOTAL;Mujeres;2022;17.413
23 Jaén;65-69 años;TOTAL;Mujeres;2021;16.472
23 Jaén;65-69 años;TOTAL;Mujeres;2020;15.723
23 Jaén;65-69 años;TOTAL;Mujeres;2019;15.554
23 Jaén;65-69 años;TOTAL;Mujeres;2018;15.456
23 Jaén;70-74 años;TOTAL;Hombres;2022;12.538
23 Jaén;70-74 años;TOTAL;Hombres;2021;12.174
23 Jaén;70-74 años;TOTAL;Hombres;2020;12.410
23 Jaén;70-74 años;TOTAL;Hombres;2019;12.039
23 Jaén;70-74 años;TOTAL;Hombres;2018;11.612
23 Jaén;70-74 años;TOTAL;Mujeres;2022;14.500
23 Jaén;70-74 años;TOTAL;Mujeres;2021;14.300
23 Jaén;70-74 años;TOTAL;Mujeres;2020;14.741
23 Jaén;70-74 años;TOTAL;Mujeres;2019;14.636
23 Jaén;70-74 años;TOTAL;Mujeres;2018;14.349
23 Jaén;75-79 años;TOTAL;Hombres;2022;9.581
23 Jaén;75-79 años;TOTAL;Hombres;2021;9.483
23 Jaén;75-79 años;TOTAL;Hombres;2020;9.968
23 Jaén;75-79 años;TOTAL;Hombres;2019;9.263
23 Jaén;75-79 años;TOTAL;Hombres;2018;8.884
23 Jaén;75-79 años;TOTAL;Mujeres;2022;13.057
23 Jaén;75-79 años;TOTAL;Mujeres;2021;13.092
23 Jaén;75-79 años;TOTAL;Mujeres;2020;13.766
23 Jaén;75-79 años;TOTAL;Mujeres;2019;12.853
23 Jaén;75-79 años;TOTAL;Mujeres;2018;12.636
23 Jaén;80-84 años;TOTAL;Hombres;2022;7.084
23 Jaén;80-84 años;TOTAL;Hombres;2021;7.622
23 Jaén;80-84 años;TOTAL;Hombres;2020;7.634
23 Jaén;80-84 años;TOTAL;Hombres;2019;8.409
23 Jaén;80-84 años;TOTAL;Hombres;2018;9.030
23 Jaén;80-84 años;TOTAL;Mujeres;2022;11.135
23 Jaén;80-84 años;TOTAL;Mujeres;2021;11.819
23 Jaén;80-84 años;TOTAL;Mujeres;2020;11.621
23 Jaén;80-84 años;TOTAL;Mujeres;2019;12.626
23 Jaén;80-84 años;TOTAL;Mujeres;2018;13.310
23 Jaén;85-89 años;TOTAL;Hombres;2022;5.488
23 Jaén;85-89 años;TOTAL;Hombres;2021;5.538
23 Jaén;85-89 años;TOTAL;Hombres;2020;5.765
23 Jaén;85-89 años;TOTAL;Hombres;2019;5.607
23 Jaén;85-89 años;TOTAL;Hombres;2018;5.542
23 Jaén;85-89 años;TOTAL;Mujeres;2022;9.220
23 Jaén;85-89 años;TOTAL;Mujeres;2021;9.255
23 Jaén;85-89 años;TOTAL;Mujeres;2020;9.548
23 Jaén;85-89 años;TOTAL;Mujeres;2019;9.262
23 Jaén;85-89 años;TOTAL;Mujeres;2018;9.093
23 Jaén;90-94 años;TOTAL;Hombres;2022;2.285
23 Jaén;90-94 años;TOTAL;Hombres;2021;2.169
23 Jaén;90-94 años;TOTAL;Hombres;2020;2.124
23 Jaén;90-94 años;TOTAL;Hombres;2019;1.840
23 Jaén;90-94 años;TOTAL;Hombres;2018;1.675
23 Jaén;90-94 años;TOTAL;Mujeres;2022;4.298
23 Jaén;90-94 años;TOTAL;Mujeres;2021;4.140
23 Jaén;90-94 años;TOTAL;Mujeres;2020;4.168
23 Jaén;90-94 años;TOTAL;Mujeres;2019;3.693
23 Jaén;90-94 años;TOTAL;Mujeres;2018;3.453
23 Jaén;95-99 años;TOTAL;Hombres;2022;401
23 Jaén;95-99 años;TOTAL;Hombres;2021;351
23 Jaén;95-99 años;TOTAL;Hombres;2020;385
23 Jaén;95-99 años;TOTAL;Hombres;2019;319
23 Jaén;95-99 años;TOTAL;Hombres;2018;306
23 Jaén;95-99 años;TOTAL;Mujeres;2022;957
23 Jaén;95-99 años;TOTAL;Mujeres;2021;917
23 Jaén;95-99 años;TOTAL;Mujeres;2020;956
23 Jaén;95-99 años;TOTAL;Mujeres;2019;853
23 Jaén;95-99 años;TOTAL;Mujeres;2018;801
23 Jaén;100 años y más;TOTAL;Hombres;2022;33
23 Jaén;100 años y más;TOTAL;Hombres;2021;36
23 Jaén;100 años y más;TOTAL;Hombres;2020;37
23 Jaén;100 años y más;TOTAL;Hombres;2019;34
23 Jaén;100 años y más;TOTAL;Hombres;2018;36
23 Jaén;100 años y más;TOTAL;Mujeres;2022;144
23 Jaén;100 años y más;TOTAL;Mujeres;2021;125
23 Jaén;100 años y más;TOTAL;Mujeres;2020;128
23 Jaén;100 años y más;TOTAL;Mujeres;2019;124
23 Jaén;100 años y más;TOTAL;Mujeres;2018;119
24 León;0-4 años;TOTAL;Hombres;2022;6.231
24 León;0-4 años;TOTAL;Hombres;2021;6.569
24 León;0-4 años;TOTAL;Hombres;2020;7.035
24 León;0-4 años;TOTAL;Hombres;2019;7.325
24 León;0-4 años;TOTAL;Hombres;2018;7.502
24 León;0-4 años;TOTAL;Mujeres;2022;5.976
24 León;0-4 años;TOTAL;Mujeres;2021;6.198
24 León;0-4 años;TOTAL;Mujeres;2020;6.521
24 León;0-4 años;TOTAL;Mujeres;2019;6.786
24 León;0-4 años;TOTAL;Mujeres;2018;6.971
24 León;5-9 años;TOTAL;Hombres;2022;8.141
24 León;5-9 años;TOTAL;Hombres;2021;8.323
24 León;5-9 años;TOTAL;Hombres;2020;8.393
24 León;5-9 años;TOTAL;Hombres;2019;8.528
24 León;5-9 años;TOTAL;Hombres;2018;8.752
24 León;5-9 años;TOTAL;Mujeres;2022;7.487
24 León;5-9 años;TOTAL;Mujeres;2021;7.658
24 León;5-9 años;TOTAL;Mujeres;2020;7.936
24 León;5-9 años;TOTAL;Mujeres;2019;8.153
24 León;5-9 años;TOTAL;Mujeres;2018;8.369
24 León;10-14 años;TOTAL;Hombres;2022;9.008
24 León;10-14 años;TOTAL;Hombres;2021;9.078
24 León;10-14 años;TOTAL;Hombres;2020;9.178
24 León;10-14 años;TOTAL;Hombres;2019;9.196
24 León;10-14 años;TOTAL;Hombres;2018;9.111
24 León;10-14 años;TOTAL;Mujeres;2022;8.773
