Provincia de defunción;Sexo;Causa de muerte (lista reducida);Periodo;Total
42 Soria;Mujeres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2018;8
42 Soria;Mujeres;077-080 XIV.Enfermedades del sistema genitourinario;2022;25
42 Soria;Mujeres;077-080 XIV.Enfermedades del sistema genitourinario;2021;17
42 Soria;Mujeres;077-080 XIV.Enfermedades del sistema genitourinario;2020;20
42 Soria;Mujeres;077-080 XIV.Enfermedades del sistema genitourinario;2019;15
42 Soria;Mujeres;077-080 XIV.Enfermedades del sistema genitourinario;2018;24
42 Soria;Mujeres;081 XV.Embarazo, parto y puerperio;2022;0
42 Soria;Mujeres;081 XV.Embarazo, parto y puerperio;2021;0
42 Soria;Mujeres;081 XV.Embarazo, parto y puerperio;2020;0
42 Soria;Mujeres;081 XV.Embarazo, parto y puerperio;2019;0
42 Soria;Mujeres;081 XV.Embarazo, parto y puerperio;2018;0
42 Soria;Mujeres;082 XVI.Afecciones originadas en el periodo perinatal;2022;0
42 Soria;Mujeres;082 XVI.Afecciones originadas en el periodo perinatal;2021;1
42 Soria;Mujeres;082 XVI.Afecciones originadas en el periodo perinatal;2020;0
42 Soria;Mujeres;082 XVI.Afecciones originadas en el periodo perinatal;2019;0
42 Soria;Mujeres;082 XVI.Afecciones originadas en el periodo perinatal;2018;0
42 Soria;Mujeres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2022;1
42 Soria;Mujeres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2021;0
42 Soria;Mujeres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2020;0
42 Soria;Mujeres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2019;0
42 Soria;Mujeres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2018;1
42 Soria;Mujeres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2022;17
42 Soria;Mujeres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2021;6
42 Soria;Mujeres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2020;12
42 Soria;Mujeres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2019;22
42 Soria;Mujeres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2018;13
42 Soria;Mujeres;090-102 XX.Causas externas de mortalidad;2022;21
42 Soria;Mujeres;090-102 XX.Causas externas de mortalidad;2021;19
42 Soria;Mujeres;090-102 XX.Causas externas de mortalidad;2020;25
42 Soria;Mujeres;090-102 XX.Causas externas de mortalidad;2019;16
42 Soria;Mujeres;090-102 XX.Causas externas de mortalidad;2018;23
43 Tarragona;Hombres;001-008 I.Enfermedades infecciosas y parasitarias;2022;337
43 Tarragona;Hombres;001-008 I.Enfermedades infecciosas y parasitarias;2021;397
43 Tarragona;Hombres;001-008 I.Enfermedades infecciosas y parasitarias;2020;558
43 Tarragona;Hombres;001-008 I.Enfermedades infecciosas y parasitarias;2019;54
43 Tarragona;Hombres;001-008 I.Enfermedades infecciosas y parasitarias;2018;63
43 Tarragona;Hombres;009-041 II.Tumores;2022;1.052
43 Tarragona;Hombres;009-041 II.Tumores;2021;1.110
43 Tarragona;Hombres;009-041 II.Tumores;2020;1.161
43 Tarragona;Hombres;009-041 II.Tumores;2019;1.070
43 Tarragona;Hombres;009-041 II.Tumores;2018;1.135
43 Tarragona;Hombres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2022;16
43 Tarragona;Hombres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2021;13
43 Tarragona;Hombres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2020;16
43 Tarragona;Hombres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2019;24
43 Tarragona;Hombres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2018;13
43 Tarragona;Hombres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2022;109
43 Tarragona;Hombres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2021;141
43 Tarragona;Hombres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2020;156
43 Tarragona;Hombres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2019;135
43 Tarragona;Hombres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2018;107
43 Tarragona;Hombres;046-049 V.Trastornos mentales y del comportamiento;2022;147
43 Tarragona;Hombres;046-049 V.Trastornos mentales y del comportamiento;2021;114
43 Tarragona;Hombres;046-049 V.Trastornos mentales y del comportamiento;2020;112
43 Tarragona;Hombres;046-049 V.Trastornos mentales y del comportamiento;2019;145
43 Tarragona;Hombres;046-049 V.Trastornos mentales y del comportamiento;2018;147
43 Tarragona;Hombres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2022;182
43 Tarragona;Hombres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2021;158
43 Tarragona;Hombres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2020;152
43 Tarragona;Hombres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2019;168
43 Tarragona;Hombres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2018;164
43 Tarragona;Hombres;053-061 IX.Enfermedades del sistema circulatorio;2022;932
43 Tarragona;Hombres;053-061 IX.Enfermedades del sistema circulatorio;2021;926
43 Tarragona;Hombres;053-061 IX.Enfermedades del sistema circulatorio;2020;957
43 Tarragona;Hombres;053-061 IX.Enfermedades del sistema circulatorio;2019;872
43 Tarragona;Hombres;053-061 IX.Enfermedades del sistema circulatorio;2018;934
43 Tarragona;Hombres;062-067 X.Enfermedades del sistema respiratorio;2022;390
43 Tarragona;Hombres;062-067 X.Enfermedades del sistema respiratorio;2021;341
43 Tarragona;Hombres;062-067 X.Enfermedades del sistema respiratorio;2020;363
43 Tarragona;Hombres;062-067 X.Enfermedades del sistema respiratorio;2019;470
43 Tarragona;Hombres;062-067 X.Enfermedades del sistema respiratorio;2018;514
43 Tarragona;Hombres;068-072 XI.Enfermedades del sistema digestivo;2022;253
43 Tarragona;Hombres;068-072 XI.Enfermedades del sistema digestivo;2021;188
43 Tarragona;Hombres;068-072 XI.Enfermedades del sistema digestivo;2020;222
43 Tarragona;Hombres;068-072 XI.Enfermedades del sistema digestivo;2019;230
43 Tarragona;Hombres;068-072 XI.Enfermedades del sistema digestivo;2018;199
43 Tarragona;Hombres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2022;9
43 Tarragona;Hombres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2021;5
43 Tarragona;Hombres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2020;4
43 Tarragona;Hombres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2019;7
43 Tarragona;Hombres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2018;8
43 Tarragona;Hombres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2022;42
43 Tarragona;Hombres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2021;31
43 Tarragona;Hombres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2020;27
43 Tarragona;Hombres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2019;36
43 Tarragona;Hombres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2018;34
43 Tarragona;Hombres;077-080 XIV.Enfermedades del sistema genitourinario;2022;173
43 Tarragona;Hombres;077-080 XIV.Enfermedades del sistema genitourinario;2021;142
43 Tarragona;Hombres;077-080 XIV.Enfermedades del sistema genitourinario;2020;131
43 Tarragona;Hombres;077-080 XIV.Enfermedades del sistema genitourinario;2019;124
43 Tarragona;Hombres;077-080 XIV.Enfermedades del sistema genitourinario;2018;104
43 Tarragona;Hombres;081 XV.Embarazo, parto y puerperio;2022;0
43 Tarragona;Hombres;081 XV.Embarazo, parto y puerperio;2021;0
43 Tarragona;Hombres;081 XV.Embarazo, parto y puerperio;2020;0
43 Tarragona;Hombres;081 XV.Embarazo, parto y puerperio;2019;0
43 Tarragona;Hombres;081 XV.Embarazo, parto y puerperio;2018;0
43 Tarragona;Hombres;082 XVI.Afecciones originadas en el periodo perinatal;2022;7
43 Tarragona;Hombres;082 XVI.Afecciones originadas en el periodo perinatal;2021;0
43 Tarragona;Hombres;082 XVI.Afecciones originadas en el periodo perinatal;2020;4
43 Tarragona;Hombres;082 XVI.Afecciones originadas en el periodo perinatal;2019;7
43 Tarragona;Hombres;082 XVI.Afecciones originadas en el periodo perinatal;2018;4
43 Tarragona;Hombres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2022;6
43 Tarragona;Hombres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2021;6
43 Tarragona;Hombres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2020;1
43 Tarragona;Hombres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2019;4
43 Tarragona;Hombres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2018;11
43 Tarragona;Hombres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2022;118
43 Tarragona;Hombres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2021;129
43 Tarragona;Hombres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2020;118
43 Tarragona;Hombres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2019;99
43 Tarragona;Hombres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2018;71
43 Tarragona;Hombres;090-102 XX.Causas externas de mortalidad;2022;228
43 Tarragona;Hombres;090-102 XX.Causas externas de mortalidad;2021;196
43 Tarragona;Hombres;090-102 XX.Causas externas de mortalidad;2020;225
43 Tarragona;Hombres;090-102 XX.Causas externas de mortalidad;2019;229
43 Tarragona;Hombres;090-102 XX.Causas externas de mortalidad;2018;219
43 Tarragona;Mujeres;001-008 I.Enfermedades infecciosas y parasitarias;2022;329
43 Tarragona;Mujeres;001-008 I.Enfermedades infecciosas y parasitarias;2021;336
43 Tarragona;Mujeres;001-008 I.Enfermedades infecciosas y parasitarias;2020;494
43 Tarragona;Mujeres;001-008 I.Enfermedades infecciosas y parasitarias;2019;52
43 Tarragona;Mujeres;001-008 I.Enfermedades infecciosas y parasitarias;2018;52
43 Tarragona;Mujeres;009-041 II.Tumores;2022;786
43 Tarragona;Mujeres;009-041 II.Tumores;2021;733
43 Tarragona;Mujeres;009-041 II.Tumores;2020;705
43 Tarragona;Mujeres;009-041 II.Tumores;2019;728
43 Tarragona;Mujeres;009-041 II.Tumores;2018;656
43 Tarragona;Mujeres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2022;25
43 Tarragona;Mujeres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2021;18
43 Tarragona;Mujeres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2020;12
43 Tarragona;Mujeres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2019;27
43 Tarragona;Mujeres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2018;12
43 Tarragona;Mujeres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2022;159
43 Tarragona;Mujeres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2021;147
43 Tarragona;Mujeres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2020;151
43 Tarragona;Mujeres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2019;139
43 Tarragona;Mujeres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2018;140
43 Tarragona;Mujeres;046-049 V.Trastornos mentales y del comportamiento;2022;222
43 Tarragona;Mujeres;046-049 V.Trastornos mentales y del comportamiento;2021;218
43 Tarragona;Mujeres;046-049 V.Trastornos mentales y del comportamiento;2020;239
43 Tarragona;Mujeres;046-049 V.Trastornos mentales y del comportamiento;2019;290
43 Tarragona;Mujeres;046-049 V.Trastornos mentales y del comportamiento;2018;297
43 Tarragona;Mujeres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2022;234
43 Tarragona;Mujeres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2021;229
43 Tarragona;Mujeres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2020;260
43 Tarragona;Mujeres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2019;227
43 Tarragona;Mujeres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2018;246
43 Tarragona;Mujeres;053-061 IX.Enfermedades del sistema circulatorio;2022;1.025
43 Tarragona;Mujeres;053-061 IX.Enfermedades del sistema circulatorio;2021;977
43 Tarragona;Mujeres;053-061 IX.Enfermedades del sistema circulatorio;2020;922
43 Tarragona;Mujeres;053-061 IX.Enfermedades del sistema circulatorio;2019;898
43 Tarragona;Mujeres;053-061 IX.Enfermedades del sistema circulatorio;2018;940
43 Tarragona;Mujeres;062-067 X.Enfermedades del sistema respiratorio;2022;306
43 Tarragona;Mujeres;062-067 X.Enfermedades del sistema respiratorio;2021;221
43 Tarragona;Mujeres;062-067 X.Enfermedades del sistema respiratorio;2020;287
43 Tarragona;Mujeres;062-067 X.Enfermedades del sistema respiratorio;2019;296
43 Tarragona;Mujeres;062-067 X.Enfermedades del sistema respiratorio;2018;403
43 Tarragona;Mujeres;068-072 XI.Enfermedades del sistema digestivo;2022;172
43 Tarragona;Mujeres;068-072 XI.Enfermedades del sistema digestivo;2021;186
43 Tarragona;Mujeres;068-072 XI.Enfermedades del sistema digestivo;2020;170
43 Tarragona;Mujeres;068-072 XI.Enfermedades del sistema digestivo;2019;171
43 Tarragona;Mujeres;068-072 XI.Enfermedades del sistema digestivo;2018;177
43 Tarragona;Mujeres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2022;25
43 Tarragona;Mujeres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2021;16
43 Tarragona;Mujeres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2020;19
43 Tarragona;Mujeres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2019;12
43 Tarragona;Mujeres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2018;21
43 Tarragona;Mujeres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2022;83
43 Tarragona;Mujeres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2021;56
43 Tarragona;Mujeres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2020;65
43 Tarragona;Mujeres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2019;67
43 Tarragona;Mujeres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2018;56
43 Tarragona;Mujeres;077-080 XIV.Enfermedades del sistema genitourinario;2022;188
43 Tarragona;Mujeres;077-080 XIV.Enfermedades del sistema genitourinario;2021;168
43 Tarragona;Mujeres;077-080 XIV.Enfermedades del sistema genitourinario;2020;165
43 Tarragona;Mujeres;077-080 XIV.Enfermedades del sistema genitourinario;2019;138
43 Tarragona;Mujeres;077-080 XIV.Enfermedades del sistema genitourinario;2018;160
43 Tarragona;Mujeres;081 XV.Embarazo, parto y puerperio;2022;0
43 Tarragona;Mujeres;081 XV.Embarazo, parto y puerperio;2021;0
43 Tarragona;Mujeres;081 XV.Embarazo, parto y puerperio;2020;0
43 Tarragona;Mujeres;081 XV.Embarazo, parto y puerperio;2019;0
43 Tarragona;Mujeres;081 XV.Embarazo, parto y puerperio;2018;0
43 Tarragona;Mujeres;082 XVI.Afecciones originadas en el periodo perinatal;2022;4
43 Tarragona;Mujeres;082 XVI.Afecciones originadas en el periodo perinatal;2021;1
43 Tarragona;Mujeres;082 XVI.Afecciones originadas en el periodo perinatal;2020;3
43 Tarragona;Mujeres;082 XVI.Afecciones originadas en el periodo perinatal;2019;1
43 Tarragona;Mujeres;082 XVI.Afecciones originadas en el periodo perinatal;2018;4
43 Tarragona;Mujeres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2022;7
43 Tarragona;Mujeres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2021;4
43 Tarragona;Mujeres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2020;4
43 Tarragona;Mujeres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2019;3
43 Tarragona;Mujeres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2018;4
43 Tarragona;Mujeres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2022;154
43 Tarragona;Mujeres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2021;130
43 Tarragona;Mujeres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2020;155
43 Tarragona;Mujeres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2019;131
43 Tarragona;Mujeres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2018;99
43 Tarragona;Mujeres;090-102 XX.Causas externas de mortalidad;2022;105
43 Tarragona;Mujeres;090-102 XX.Causas externas de mortalidad;2021;107
43 Tarragona;Mujeres;090-102 XX.Causas externas de mortalidad;2020;95
43 Tarragona;Mujeres;090-102 XX.Causas externas de mortalidad;2019;96
43 Tarragona;Mujeres;090-102 XX.Causas externas de mortalidad;2018;130
44 Teruel;Hombres;001-008 I.Enfermedades infecciosas y parasitarias;2022;99
44 Teruel;Hombres;001-008 I.Enfermedades infecciosas y parasitarias;2021;90
44 Teruel;Hombres;001-008 I.Enfermedades infecciosas y parasitarias;2020;207
44 Teruel;Hombres;001-008 I.Enfermedades infecciosas y parasitarias;2019;11
44 Teruel;Hombres;001-008 I.Enfermedades infecciosas y parasitarias;2018;9
44 Teruel;Hombres;009-041 II.Tumores;2022;232
44 Teruel;Hombres;009-041 II.Tumores;2021;240
44 Teruel;Hombres;009-041 II.Tumores;2020;207
44 Teruel;Hombres;009-041 II.Tumores;2019;216
44 Teruel;Hombres;009-041 II.Tumores;2018;212
44 Teruel;Hombres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2022;0
44 Teruel;Hombres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2021;3
44 Teruel;Hombres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2020;4
44 Teruel;Hombres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2019;1
44 Teruel;Hombres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2018;2
44 Teruel;Hombres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2022;23
44 Teruel;Hombres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2021;35
44 Teruel;Hombres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2020;33
44 Teruel;Hombres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2019;24
44 Teruel;Hombres;044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;2018;32
44 Teruel;Hombres;046-049 V.Trastornos mentales y del comportamiento;2022;22
44 Teruel;Hombres;046-049 V.Trastornos mentales y del comportamiento;2021;19
44 Teruel;Hombres;046-049 V.Trastornos mentales y del comportamiento;2020;35
44 Teruel;Hombres;046-049 V.Trastornos mentales y del comportamiento;2019;40
44 Teruel;Hombres;046-049 V.Trastornos mentales y del comportamiento;2018;54
44 Teruel;Hombres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2022;54
44 Teruel;Hombres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2021;33
44 Teruel;Hombres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2020;38
44 Teruel;Hombres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2019;32
44 Teruel;Hombres;050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2018;44
44 Teruel;Hombres;053-061 IX.Enfermedades del sistema circulatorio;2022;229
44 Teruel;Hombres;053-061 IX.Enfermedades del sistema circulatorio;2021;203
44 Teruel;Hombres;053-061 IX.Enfermedades del sistema circulatorio;2020;214
44 Teruel;Hombres;053-061 IX.Enfermedades del sistema circulatorio;2019;264
44 Teruel;Hombres;053-061 IX.Enfermedades del sistema circulatorio;2018;272
44 Teruel;Hombres;062-067 X.Enfermedades del sistema respiratorio;2022;123
44 Teruel;Hombres;062-067 X.Enfermedades del sistema respiratorio;2021;88
44 Teruel;Hombres;062-067 X.Enfermedades del sistema respiratorio;2020;102
44 Teruel;Hombres;062-067 X.Enfermedades del sistema respiratorio;2019;107
44 Teruel;Hombres;062-067 X.Enfermedades del sistema respiratorio;2018;109
44 Teruel;Hombres;068-072 XI.Enfermedades del sistema digestivo;2022;60
44 Teruel;Hombres;068-072 XI.Enfermedades del sistema digestivo;2021;55
44 Teruel;Hombres;068-072 XI.Enfermedades del sistema digestivo;2020;60
44 Teruel;Hombres;068-072 XI.Enfermedades del sistema digestivo;2019;42
44 Teruel;Hombres;068-072 XI.Enfermedades del sistema digestivo;2018;55
44 Teruel;Hombres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2022;2
44 Teruel;Hombres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2021;0
44 Teruel;Hombres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2020;1
44 Teruel;Hombres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2019;2
44 Teruel;Hombres;073 XII.Enfermedades de la piel y del tejido subcutáneo;2018;2
44 Teruel;Hombres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2022;11
44 Teruel;Hombres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2021;11
44 Teruel;Hombres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2020;15
44 Teruel;Hombres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2019;10
44 Teruel;Hombres;074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2018;13
44 Teruel;Hombres;077-080 XIV.Enfermedades del sistema genitourinario;2022;48
44 Teruel;Hombres;077-080 XIV.Enfermedades del sistema genitourinario;2021;30
44 Teruel;Hombres;077-080 XIV.Enfermedades del sistema genitourinario;2020;26
44 Teruel;Hombres;077-080 XIV.Enfermedades del sistema genitourinario;2019;28
44 Teruel;Hombres;077-080 XIV.Enfermedades del sistema genitourinario;2018;33
44 Teruel;Hombres;081 XV.Embarazo, parto y puerperio;2022;0
44 Teruel;Hombres;081 XV.Embarazo, parto y puerperio;2021;0
44 Teruel;Hombres;081 XV.Embarazo, parto y puerperio;2020;0
44 Teruel;Hombres;081 XV.Embarazo, parto y puerperio;2019;0
44 Teruel;Hombres;081 XV.Embarazo, parto y puerperio;2018;0
44 Teruel;Hombres;082 XVI.Afecciones originadas en el periodo perinatal;2022;0
44 Teruel;Hombres;082 XVI.Afecciones originadas en el periodo perinatal;2021;0
44 Teruel;Hombres;082 XVI.Afecciones originadas en el periodo perinatal;2020;0
44 Teruel;Hombres;082 XVI.Afecciones originadas en el periodo perinatal;2019;0
44 Teruel;Hombres;082 XVI.Afecciones originadas en el periodo perinatal;2018;1
44 Teruel;Hombres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2022;1
44 Teruel;Hombres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2021;1
44 Teruel;Hombres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2020;0
44 Teruel;Hombres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2019;1
44 Teruel;Hombres;083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;2018;1
44 Teruel;Hombres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2022;8
44 Teruel;Hombres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2021;2
44 Teruel;Hombres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2020;2
44 Teruel;Hombres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2019;6
44 Teruel;Hombres;086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;2018;3
44 Teruel;Hombres;090-102 XX.Causas externas de mortalidad;2022;46
44 Teruel;Hombres;090-102 XX.Causas externas de mortalidad;2021;54
44 Teruel;Hombres;090-102 XX.Causas externas de mortalidad;2020;49
44 Teruel;Hombres;090-102 XX.Causas externas de mortalidad;2019;44
44 Teruel;Hombres;090-102 XX.Causas externas de mortalidad;2018;36
44 Teruel;Mujeres;001-008 I.Enfermedades infecciosas y parasitarias;2022;83
44 Teruel;Mujeres;001-008 I.Enfermedades infecciosas y parasitarias;2021;77
44 Teruel;Mujeres;001-008 I.Enfermedades infecciosas y parasitarias;2020;170
44 Teruel;Mujeres;001-008 I.Enfermedades infecciosas y parasitarias;2019;12
44 Teruel;Mujeres;001-008 I.Enfermedades infecciosas y parasitarias;2018;13
44 Teruel;Mujeres;009-041 II.Tumores;2022;135
44 Teruel;Mujeres;009-041 II.Tumores;2021;137
44 Teruel;Mujeres;009-041 II.Tumores;2020;135
44 Teruel;Mujeres;009-041 II.Tumores;2019;123
44 Teruel;Mujeres;009-041 II.Tumores;2018;119
44 Teruel;Mujeres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2022;3
44 Teruel;Mujeres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2021;1
44 Teruel;Mujeres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2020;4
44 Teruel;Mujeres;042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2019;2
