Provincias;Edad (grupos quinquenales);Españoles/Extranjeros;Sexo;Periodo;Total
50 Zaragoza;TOTAL EDADES;TOTAL;Ambos sexos;2020;972.528
50 Zaragoza;TOTAL EDADES;TOTAL;Ambos sexos;2019;964.693
50 Zaragoza;TOTAL EDADES;TOTAL;Ambos sexos;2018;954.811
50 Zaragoza;TOTAL EDADES;TOTAL;Hombres;2022;472.898
50 Zaragoza;TOTAL EDADES;TOTAL;Hombres;2021;473.354
50 Zaragoza;TOTAL EDADES;TOTAL;Hombres;2020;475.602
50 Zaragoza;TOTAL EDADES;TOTAL;Hombres;2019;471.539
50 Zaragoza;TOTAL EDADES;TOTAL;Hombres;2018;466.839
50 Zaragoza;TOTAL EDADES;TOTAL;Mujeres;2022;493.540
50 Zaragoza;TOTAL EDADES;TOTAL;Mujeres;2021;494.098
50 Zaragoza;TOTAL EDADES;TOTAL;Mujeres;2020;496.926
50 Zaragoza;TOTAL EDADES;TOTAL;Mujeres;2019;493.154
50 Zaragoza;TOTAL EDADES;TOTAL;Mujeres;2018;487.972
51 Ceuta;TOTAL EDADES;TOTAL;Ambos sexos;2022;83.117
51 Ceuta;TOTAL EDADES;TOTAL;Ambos sexos;2021;83.517
51 Ceuta;TOTAL EDADES;TOTAL;Ambos sexos;2020;84.202
51 Ceuta;TOTAL EDADES;TOTAL;Ambos sexos;2019;84.777
51 Ceuta;TOTAL EDADES;TOTAL;Ambos sexos;2018;85.144
51 Ceuta;TOTAL EDADES;TOTAL;Hombres;2022;41.927
51 Ceuta;TOTAL EDADES;TOTAL;Hombres;2021;42.208
51 Ceuta;TOTAL EDADES;TOTAL;Hombres;2020;42.542
51 Ceuta;TOTAL EDADES;TOTAL;Hombres;2019;42.912
51 Ceuta;TOTAL EDADES;TOTAL;Hombres;2018;43.177
51 Ceuta;TOTAL EDADES;TOTAL;Mujeres;2022;41.190
51 Ceuta;TOTAL EDADES;TOTAL;Mujeres;2021;41.309
51 Ceuta;TOTAL EDADES;TOTAL;Mujeres;2020;41.660
51 Ceuta;TOTAL EDADES;TOTAL;Mujeres;2019;41.865
51 Ceuta;TOTAL EDADES;TOTAL;Mujeres;2018;41.967
52 Melilla;TOTAL EDADES;TOTAL;Ambos sexos;2022;85.170
52 Melilla;TOTAL EDADES;TOTAL;Ambos sexos;2021;86.261
52 Melilla;TOTAL EDADES;TOTAL;Ambos sexos;2020;87.076
52 Melilla;TOTAL EDADES;TOTAL;Ambos sexos;2019;86.487
52 Melilla;TOTAL EDADES;TOTAL;Ambos sexos;2018;86.384
52 Melilla;TOTAL EDADES;TOTAL;Hombres;2022;42.990
52 Melilla;TOTAL EDADES;TOTAL;Hombres;2021;43.603
52 Melilla;TOTAL EDADES;TOTAL;Hombres;2020;44.162
52 Melilla;TOTAL EDADES;TOTAL;Hombres;2019;43.894
52 Melilla;TOTAL EDADES;TOTAL;Hombres;2018;43.765
52 Melilla;TOTAL EDADES;TOTAL;Mujeres;2022;42.180
52 Melilla;TOTAL EDADES;TOTAL;Mujeres;2021;42.658
52 Melilla;TOTAL EDADES;TOTAL;Mujeres;2020;42.914
52 Melilla;TOTAL EDADES;TOTAL;Mujeres;2019;42.593
52 Melilla;TOTAL EDADES;TOTAL;Mujeres;2018;42.619
