Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Islas;Indicadores de renta media;Periodo;Total
Total Nacional;Castilla y León;Valladolid;;Renta neta media por hogar;2019;32.247
Total Nacional;Castilla y León;Valladolid;;Renta neta media por hogar;2018;31.296
Total Nacional;Castilla y León;Valladolid;;Media de la renta por unidad de consumo;2022;21.422
Total Nacional;Castilla y León;Valladolid;;Media de la renta por unidad de consumo;2021;20.498
Total Nacional;Castilla y León;Valladolid;;Media de la renta por unidad de consumo;2020;19.810
Total Nacional;Castilla y León;Valladolid;;Media de la renta por unidad de consumo;2019;19.760
Total Nacional;Castilla y León;Valladolid;;Media de la renta por unidad de consumo;2018;19.045
Total Nacional;Castilla y León;Valladolid;;Mediana de la renta por unidad de consumo;2022;19.250
Total Nacional;Castilla y León;Valladolid;;Mediana de la renta por unidad de consumo;2021;17.850
Total Nacional;Castilla y León;Valladolid;;Mediana de la renta por unidad de consumo;2020;17.150
Total Nacional;Castilla y León;Valladolid;;Mediana de la renta por unidad de consumo;2019;17.150
Total Nacional;Castilla y León;Valladolid;;Mediana de la renta por unidad de consumo;2018;17.150
Total Nacional;Castilla y León;Valladolid;;Renta bruta media por persona;2022;17.789
Total Nacional;Castilla y León;Valladolid;;Renta bruta media por persona;2021;16.875
Total Nacional;Castilla y León;Valladolid;;Renta bruta media por persona;2020;16.156
Total Nacional;Castilla y León;Valladolid;;Renta bruta media por persona;2019;16.042
Total Nacional;Castilla y León;Valladolid;;Renta bruta media por persona;2018;15.387
Total Nacional;Castilla y León;Valladolid;;Renta bruta media por hogar;2022;42.120
Total Nacional;Castilla y León;Valladolid;;Renta bruta media por hogar;2021;40.233
Total Nacional;Castilla y León;Valladolid;;Renta bruta media por hogar;2020;38.799
Total Nacional;Castilla y León;Valladolid;;Renta bruta media por hogar;2019;38.768
Total Nacional;Castilla y León;Valladolid;;Renta bruta media por hogar;2018;37.316
Total Nacional;Castilla y León;Zamora;;Renta neta media por persona;2022;12.913
Total Nacional;Castilla y León;Zamora;;Renta neta media por persona;2021;12.292
Total Nacional;Castilla y León;Zamora;;Renta neta media por persona;2020;11.737
Total Nacional;Castilla y León;Zamora;;Renta neta media por persona;2019;11.520
Total Nacional;Castilla y León;Zamora;;Renta neta media por persona;2018;10.971
Total Nacional;Castilla y León;Zamora;;Renta neta media por hogar;2022;27.928
Total Nacional;Castilla y León;Zamora;;Renta neta media por hogar;2021;26.846
Total Nacional;Castilla y León;Zamora;;Renta neta media por hogar;2020;25.855
Total Nacional;Castilla y León;Zamora;;Renta neta media por hogar;2019;25.593
Total Nacional;Castilla y León;Zamora;;Renta neta media por hogar;2018;24.524
Total Nacional;Castilla y León;Zamora;;Media de la renta por unidad de consumo;2022;18.327
Total Nacional;Castilla y León;Zamora;;Media de la renta por unidad de consumo;2021;17.484
Total Nacional;Castilla y León;Zamora;;Media de la renta por unidad de consumo;2020;16.727
Total Nacional;Castilla y León;Zamora;;Media de la renta por unidad de consumo;2019;16.435
Total Nacional;Castilla y León;Zamora;;Media de la renta por unidad de consumo;2018;15.729
Total Nacional;Castilla y León;Zamora;;Mediana de la renta por unidad de consumo;2022;16.450
Total Nacional;Castilla y León;Zamora;;Mediana de la renta por unidad de consumo;2021;15.750
Total Nacional;Castilla y León;Zamora;;Mediana de la renta por unidad de consumo;2020;15.050
Total Nacional;Castilla y León;Zamora;;Mediana de la renta por unidad de consumo;2019;14.350
Total Nacional;Castilla y León;Zamora;;Mediana de la renta por unidad de consumo;2018;13.650
Total Nacional;Castilla y León;Zamora;;Renta bruta media por persona;2022;15.137
Total Nacional;Castilla y León;Zamora;;Renta bruta media por persona;2021;14.317
Total Nacional;Castilla y León;Zamora;;Renta bruta media por persona;2020;13.577
Total Nacional;Castilla y León;Zamora;;Renta bruta media por persona;2019;13.268
Total Nacional;Castilla y León;Zamora;;Renta bruta media por persona;2018;12.635
Total Nacional;Castilla y León;Zamora;;Renta bruta media por hogar;2022;32.737
Total Nacional;Castilla y León;Zamora;;Renta bruta media por hogar;2021;31.268
Total Nacional;Castilla y León;Zamora;;Renta bruta media por hogar;2020;29.907
Total Nacional;Castilla y León;Zamora;;Renta bruta media por hogar;2019;29.476
Total Nacional;Castilla y León;Zamora;;Renta bruta media por hogar;2018;28.245
Total Nacional;Castilla - La Mancha;Albacete;;Renta neta media por persona;2022;12.305
Total Nacional;Castilla - La Mancha;Albacete;;Renta neta media por persona;2021;11.652
Total Nacional;Castilla - La Mancha;Albacete;;Renta neta media por persona;2020;11.104
Total Nacional;Castilla - La Mancha;Albacete;;Renta neta media por persona;2019;10.901
Total Nacional;Castilla - La Mancha;Albacete;;Renta neta media por persona;2018;10.351
Total Nacional;Castilla - La Mancha;Albacete;;Renta neta media por hogar;2022;30.908
Total Nacional;Castilla - La Mancha;Albacete;;Renta neta media por hogar;2021;29.451
Total Nacional;Castilla - La Mancha;Albacete;;Renta neta media por hogar;2020;28.288
Total Nacional;Castilla - La Mancha;Albacete;;Renta neta media por hogar;2019;27.995
Total Nacional;Castilla - La Mancha;Albacete;;Renta neta media por hogar;2018;26.719
Total Nacional;Castilla - La Mancha;Albacete;;Media de la renta por unidad de consumo;2022;18.341
Total Nacional;Castilla - La Mancha;Albacete;;Media de la renta por unidad de consumo;2021;17.432
Total Nacional;Castilla - La Mancha;Albacete;;Media de la renta por unidad de consumo;2020;16.616
Total Nacional;Castilla - La Mancha;Albacete;;Media de la renta por unidad de consumo;2019;16.369
Total Nacional;Castilla - La Mancha;Albacete;;Media de la renta por unidad de consumo;2018;15.578
Total Nacional;Castilla - La Mancha;Albacete;;Mediana de la renta por unidad de consumo;2022;15.750
Total Nacional;Castilla - La Mancha;Albacete;;Mediana de la renta por unidad de consumo;2021;15.050
Total Nacional;Castilla - La Mancha;Albacete;;Mediana de la renta por unidad de consumo;2020;14.350
Total Nacional;Castilla - La Mancha;Albacete;;Mediana de la renta por unidad de consumo;2019;14.350
Total Nacional;Castilla - La Mancha;Albacete;;Mediana de la renta por unidad de consumo;2018;13.650
Total Nacional;Castilla - La Mancha;Albacete;;Renta bruta media por persona;2022;14.620
Total Nacional;Castilla - La Mancha;Albacete;;Renta bruta media por persona;2021;13.804
Total Nacional;Castilla - La Mancha;Albacete;;Renta bruta media por persona;2020;13.059
Total Nacional;Castilla - La Mancha;Albacete;;Renta bruta media por persona;2019;12.807
Total Nacional;Castilla - La Mancha;Albacete;;Renta bruta media por persona;2018;12.121
Total Nacional;Castilla - La Mancha;Albacete;;Renta bruta media por hogar;2022;36.724
Total Nacional;Castilla - La Mancha;Albacete;;Renta bruta media por hogar;2021;34.891
Total Nacional;Castilla - La Mancha;Albacete;;Renta bruta media por hogar;2020;33.270
Total Nacional;Castilla - La Mancha;Albacete;;Renta bruta media por hogar;2019;32.889
Total Nacional;Castilla - La Mancha;Albacete;;Renta bruta media por hogar;2018;31.289
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta neta media por persona;2022;11.724
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta neta media por persona;2021;11.051
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta neta media por persona;2020;10.570
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta neta media por persona;2019;10.431
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta neta media por persona;2018;10.001
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta neta media por hogar;2022;29.290
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta neta media por hogar;2021;27.895
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta neta media por hogar;2020;26.842
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta neta media por hogar;2019;26.691
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta neta media por hogar;2018;25.698
Total Nacional;Castilla - La Mancha;Ciudad Real;;Media de la renta por unidad de consumo;2022;17.467
Total Nacional;Castilla - La Mancha;Ciudad Real;;Media de la renta por unidad de consumo;2021;16.524
Total Nacional;Castilla - La Mancha;Ciudad Real;;Media de la renta por unidad de consumo;2020;15.814
Total Nacional;Castilla - La Mancha;Ciudad Real;;Media de la renta por unidad de consumo;2019;15.650
Total Nacional;Castilla - La Mancha;Ciudad Real;;Media de la renta por unidad de consumo;2018;15.042
Total Nacional;Castilla - La Mancha;Ciudad Real;;Mediana de la renta por unidad de consumo;2022;15.050
Total Nacional;Castilla - La Mancha;Ciudad Real;;Mediana de la renta por unidad de consumo;2021;14.350
Total Nacional;Castilla - La Mancha;Ciudad Real;;Mediana de la renta por unidad de consumo;2020;13.650
Total Nacional;Castilla - La Mancha;Ciudad Real;;Mediana de la renta por unidad de consumo;2019;13.650
Total Nacional;Castilla - La Mancha;Ciudad Real;;Mediana de la renta por unidad de consumo;2018;12.950
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por persona;2022;13.845
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por persona;2021;12.992
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por persona;2020;12.361
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por persona;2019;12.163
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por persona;2018;11.635
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por hogar;2022;34.589
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por hogar;2021;32.794
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por hogar;2020;31.391
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por hogar;2019;31.122
Total Nacional;Castilla - La Mancha;Ciudad Real;;Renta bruta media por hogar;2018;29.897
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por persona;2022;12.022
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por persona;2021;11.550
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por persona;2020;10.991
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por persona;2019;10.680
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por persona;2018;10.212
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por hogar;2022;29.064
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por hogar;2021;27.927
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por hogar;2020;26.719
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por hogar;2019;26.140
Total Nacional;Castilla - La Mancha;Cuenca;;Renta neta media por hogar;2018;25.019
Total Nacional;Castilla - La Mancha;Cuenca;;Media de la renta por unidad de consumo;2022;17.657
Total Nacional;Castilla - La Mancha;Cuenca;;Media de la renta por unidad de consumo;2021;16.973
Total Nacional;Castilla - La Mancha;Cuenca;;Media de la renta por unidad de consumo;2020;16.132
Total Nacional;Castilla - La Mancha;Cuenca;;Media de la renta por unidad de consumo;2019;15.749
Total Nacional;Castilla - La Mancha;Cuenca;;Media de la renta por unidad de consumo;2018;15.066
Total Nacional;Castilla - La Mancha;Cuenca;;Mediana de la renta por unidad de consumo;2022;15.750
Total Nacional;Castilla - La Mancha;Cuenca;;Mediana de la renta por unidad de consumo;2021;15.050
Total Nacional;Castilla - La Mancha;Cuenca;;Mediana de la renta por unidad de consumo;2020;14.350
Total Nacional;Castilla - La Mancha;Cuenca;;Mediana de la renta por unidad de consumo;2019;13.650
Total Nacional;Castilla - La Mancha;Cuenca;;Mediana de la renta por unidad de consumo;2018;12.950
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por persona;2022;14.038
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por persona;2021;13.443
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por persona;2020;12.722
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por persona;2019;12.319
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por persona;2018;11.755
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por hogar;2022;33.937
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por hogar;2021;32.505
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por hogar;2020;30.928
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por hogar;2019;30.152
Total Nacional;Castilla - La Mancha;Cuenca;;Renta bruta media por hogar;2018;28.799
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por persona;2022;13.829
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por persona;2021;13.149
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por persona;2020;12.624
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por persona;2019;12.521
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por persona;2018;12.083
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por hogar;2022;35.509
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por hogar;2021;33.609
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por hogar;2020;32.431
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por hogar;2019;32.329
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta neta media por hogar;2018;31.083
Total Nacional;Castilla - La Mancha;Guadalajara;;Media de la renta por unidad de consumo;2022;20.702
Total Nacional;Castilla - La Mancha;Guadalajara;;Media de la renta por unidad de consumo;2021;19.701
Total Nacional;Castilla - La Mancha;Guadalajara;;Media de la renta por unidad de consumo;2020;18.914
Total Nacional;Castilla - La Mancha;Guadalajara;;Media de la renta por unidad de consumo;2019;18.842
Total Nacional;Castilla - La Mancha;Guadalajara;;Media de la renta por unidad de consumo;2018;18.202
Total Nacional;Castilla - La Mancha;Guadalajara;;Mediana de la renta por unidad de consumo;2022;18.550
Total Nacional;Castilla - La Mancha;Guadalajara;;Mediana de la renta por unidad de consumo;2021;17.850
Total Nacional;Castilla - La Mancha;Guadalajara;;Mediana de la renta por unidad de consumo;2020;17.150
Total Nacional;Castilla - La Mancha;Guadalajara;;Mediana de la renta por unidad de consumo;2019;17.150
Total Nacional;Castilla - La Mancha;Guadalajara;;Mediana de la renta por unidad de consumo;2018;16.450
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por persona;2022;16.744
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por persona;2021;15.823
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por persona;2020;15.096
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por persona;2019;14.958
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por persona;2018;14.415
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por hogar;2022;42.995
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por hogar;2021;40.445
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por hogar;2020;38.782
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por hogar;2019;38.620
Total Nacional;Castilla - La Mancha;Guadalajara;;Renta bruta media por hogar;2018;37.083
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por persona;2022;11.614
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por persona;2021;10.998
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por persona;2020;10.533
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por persona;2019;10.413
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por persona;2018;9.955
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por hogar;2022;30.626
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por hogar;2021;28.990
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por hogar;2020;27.906
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por hogar;2019;27.705
Total Nacional;Castilla - La Mancha;Toledo;;Renta neta media por hogar;2018;26.489
Total Nacional;Castilla - La Mancha;Toledo;;Media de la renta por unidad de consumo;2022;17.601
Total Nacional;Castilla - La Mancha;Toledo;;Media de la renta por unidad de consumo;2021;16.685
Total Nacional;Castilla - La Mancha;Toledo;;Media de la renta por unidad de consumo;2020;15.995
Total Nacional;Castilla - La Mancha;Toledo;;Media de la renta por unidad de consumo;2019;15.851
Total Nacional;Castilla - La Mancha;Toledo;;Media de la renta por unidad de consumo;2018;15.164
Total Nacional;Castilla - La Mancha;Toledo;;Mediana de la renta por unidad de consumo;2022;15.750
Total Nacional;Castilla - La Mancha;Toledo;;Mediana de la renta por unidad de consumo;2021;15.050
Total Nacional;Castilla - La Mancha;Toledo;;Mediana de la renta por unidad de consumo;2020;14.350
Total Nacional;Castilla - La Mancha;Toledo;;Mediana de la renta por unidad de consumo;2019;13.650
Total Nacional;Castilla - La Mancha;Toledo;;Mediana de la renta por unidad de consumo;2018;12.950
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por persona;2022;13.783
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por persona;2021;12.986
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por persona;2020;12.358
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por persona;2019;12.183
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por persona;2018;11.617
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por hogar;2022;36.344
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por hogar;2021;34.229
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por hogar;2020;32.742
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por hogar;2019;32.415
Total Nacional;Castilla - La Mancha;Toledo;;Renta bruta media por hogar;2018;30.911
Total Nacional;Cataluña;Barcelona;;Renta neta media por persona;2022;16.105
Total Nacional;Cataluña;Barcelona;;Renta neta media por persona;2021;15.297
Total Nacional;Cataluña;Barcelona;;Renta neta media por persona;2020;14.676
Total Nacional;Cataluña;Barcelona;;Renta neta media por persona;2019;14.656
Total Nacional;Cataluña;Barcelona;;Renta neta media por persona;2018;14.198
Total Nacional;Cataluña;Barcelona;;Renta neta media por hogar;2022;41.594
Total Nacional;Cataluña;Barcelona;;Renta neta media por hogar;2021;39.511
Total Nacional;Cataluña;Barcelona;;Renta neta media por hogar;2020;38.226
Total Nacional;Cataluña;Barcelona;;Renta neta media por hogar;2019;38.386
Total Nacional;Cataluña;Barcelona;;Renta neta media por hogar;2018;37.044
Total Nacional;Cataluña;Barcelona;;Media de la renta por unidad de consumo;2022;24.224
Total Nacional;Cataluña;Barcelona;;Media de la renta por unidad de consumo;2021;23.061
Total Nacional;Cataluña;Barcelona;;Media de la renta por unidad de consumo;2020;22.115
Total Nacional;Cataluña;Barcelona;;Media de la renta por unidad de consumo;2019;22.198
Total Nacional;Cataluña;Barcelona;;Media de la renta por unidad de consumo;2018;21.512
Total Nacional;Cataluña;Barcelona;;Mediana de la renta por unidad de consumo;2022;20.650
Total Nacional;Cataluña;Barcelona;;Mediana de la renta por unidad de consumo;2021;19.950
Total Nacional;Cataluña;Barcelona;;Mediana de la renta por unidad de consumo;2020;19.250
Total Nacional;Cataluña;Barcelona;;Mediana de la renta por unidad de consumo;2019;19.250
Total Nacional;Cataluña;Barcelona;;Mediana de la renta por unidad de consumo;2018;18.550
Total Nacional;Cataluña;Barcelona;;Renta bruta media por persona;2022;20.383
Total Nacional;Cataluña;Barcelona;;Renta bruta media por persona;2021;19.220
Total Nacional;Cataluña;Barcelona;;Renta bruta media por persona;2020;18.227
Total Nacional;Cataluña;Barcelona;;Renta bruta media por persona;2019;18.250
Total Nacional;Cataluña;Barcelona;;Renta bruta media por persona;2018;17.659
Total Nacional;Cataluña;Barcelona;;Renta bruta media por hogar;2022;52.640
Total Nacional;Cataluña;Barcelona;;Renta bruta media por hogar;2021;49.646
Total Nacional;Cataluña;Barcelona;;Renta bruta media por hogar;2020;47.473
Total Nacional;Cataluña;Barcelona;;Renta bruta media por hogar;2019;47.799
Total Nacional;Cataluña;Barcelona;;Renta bruta media por hogar;2018;46.076
Total Nacional;Cataluña;Girona;;Renta neta media por persona;2022;14.176
Total Nacional;Cataluña;Girona;;Renta neta media por persona;2021;13.485
Total Nacional;Cataluña;Girona;;Renta neta media por persona;2020;12.865
Total Nacional;Cataluña;Girona;;Renta neta media por persona;2019;12.843
Total Nacional;Cataluña;Girona;;Renta neta media por persona;2018;12.355
Total Nacional;Cataluña;Girona;;Renta neta media por hogar;2022;37.444
Total Nacional;Cataluña;Girona;;Renta neta media por hogar;2021;35.585
Total Nacional;Cataluña;Girona;;Renta neta media por hogar;2020;34.212
Total Nacional;Cataluña;Girona;;Renta neta media por hogar;2019;34.301
Total Nacional;Cataluña;Girona;;Renta neta media por hogar;2018;32.943
Total Nacional;Cataluña;Girona;;Media de la renta por unidad de consumo;2022;21.457
Total Nacional;Cataluña;Girona;;Media de la renta por unidad de consumo;2021;20.429
Total Nacional;Cataluña;Girona;;Media de la renta por unidad de consumo;2020;19.483
Total Nacional;Cataluña;Girona;;Media de la renta por unidad de consumo;2019;19.505
Total Nacional;Cataluña;Girona;;Media de la renta por unidad de consumo;2018;18.795
Total Nacional;Cataluña;Girona;;Mediana de la renta por unidad de consumo;2022;18.550
Total Nacional;Cataluña;Girona;;Mediana de la renta por unidad de consumo;2021;17.850
Total Nacional;Cataluña;Girona;;Mediana de la renta por unidad de consumo;2020;17.150
Total Nacional;Cataluña;Girona;;Mediana de la renta por unidad de consumo;2019;17.150
Total Nacional;Cataluña;Girona;;Mediana de la renta por unidad de consumo;2018;16.450
Total Nacional;Cataluña;Girona;;Renta bruta media por persona;2022;17.529
Total Nacional;Cataluña;Girona;;Renta bruta media por persona;2021;16.574
Total Nacional;Cataluña;Girona;;Renta bruta media por persona;2020;15.623
Total Nacional;Cataluña;Girona;;Renta bruta media por persona;2019;15.587
Total Nacional;Cataluña;Girona;;Renta bruta media por persona;2018;14.968
Total Nacional;Cataluña;Girona;;Renta bruta media por hogar;2022;46.303
Total Nacional;Cataluña;Girona;;Renta bruta media por hogar;2021;43.738
Total Nacional;Cataluña;Girona;;Renta bruta media por hogar;2020;41.546
Total Nacional;Cataluña;Girona;;Renta bruta media por hogar;2019;41.630
Total Nacional;Cataluña;Girona;;Renta bruta media por hogar;2018;39.910
Total Nacional;Cataluña;Lleida;;Renta neta media por persona;2022;13.865
Total Nacional;Cataluña;Lleida;;Renta neta media por persona;2021;13.334
Total Nacional;Cataluña;Lleida;;Renta neta media por persona;2020;12.896
Total Nacional;Cataluña;Lleida;;Renta neta media por persona;2019;12.618
Total Nacional;Cataluña;Lleida;;Renta neta media por persona;2018;12.124
Total Nacional;Cataluña;Lleida;;Renta neta media por hogar;2022;35.640
Total Nacional;Cataluña;Lleida;;Renta neta media por hogar;2021;34.308
Total Nacional;Cataluña;Lleida;;Renta neta media por hogar;2020;33.305
Total Nacional;Cataluña;Lleida;;Renta neta media por hogar;2019;32.796
Total Nacional;Cataluña;Lleida;;Renta neta media por hogar;2018;31.474
Total Nacional;Cataluña;Lleida;;Media de la renta por unidad de consumo;2022;20.777
Total Nacional;Cataluña;Lleida;;Media de la renta por unidad de consumo;2021;20.094
Total Nacional;Cataluña;Lleida;;Media de la renta por unidad de consumo;2020;19.350
Total Nacional;Cataluña;Lleida;;Media de la renta por unidad de consumo;2019;18.994
Total Nacional;Cataluña;Lleida;;Media de la renta por unidad de consumo;2018;18.266
Total Nacional;Cataluña;Lleida;;Mediana de la renta por unidad de consumo;2022;18.550
Total Nacional;Cataluña;Lleida;;Mediana de la renta por unidad de consumo;2021;17.850
Total Nacional;Cataluña;Lleida;;Mediana de la renta por unidad de consumo;2020;17.150
Total Nacional;Cataluña;Lleida;;Mediana de la renta por unidad de consumo;2019;16.450
Total Nacional;Cataluña;Lleida;;Mediana de la renta por unidad de consumo;2018;15.750
Total Nacional;Cataluña;Lleida;;Renta bruta media por persona;2022;16.948
Total Nacional;Cataluña;Lleida;;Renta bruta media por persona;2021;16.326
Total Nacional;Cataluña;Lleida;;Renta bruta media por persona;2020;15.512
Total Nacional;Cataluña;Lleida;;Renta bruta media por persona;2019;15.144
Total Nacional;Cataluña;Lleida;;Renta bruta media por persona;2018;14.548
Total Nacional;Cataluña;Lleida;;Renta bruta media por hogar;2022;43.564
Total Nacional;Cataluña;Lleida;;Renta bruta media por hogar;2021;42.006
Total Nacional;Cataluña;Lleida;;Renta bruta media por hogar;2020;40.061
Total Nacional;Cataluña;Lleida;;Renta bruta media por hogar;2019;39.359
Total Nacional;Cataluña;Lleida;;Renta bruta media por hogar;2018;37.767
Total Nacional;Cataluña;Tarragona;;Renta neta media por persona;2022;13.673
Total Nacional;Cataluña;Tarragona;;Renta neta media por persona;2021;13.086
Total Nacional;Cataluña;Tarragona;;Renta neta media por persona;2020;12.491
Total Nacional;Cataluña;Tarragona;;Renta neta media por persona;2019;12.432
Total Nacional;Cataluña;Tarragona;;Renta neta media por persona;2018;12.011
Total Nacional;Cataluña;Tarragona;;Renta neta media por hogar;2022;34.872
Total Nacional;Cataluña;Tarragona;;Renta neta media por hogar;2021;33.304
Total Nacional;Cataluña;Tarragona;;Renta neta media por hogar;2020;31.975
Total Nacional;Cataluña;Tarragona;;Renta neta media por hogar;2019;32.054
Total Nacional;Cataluña;Tarragona;;Renta neta media por hogar;2018;30.952
Total Nacional;Cataluña;Tarragona;;Media de la renta por unidad de consumo;2022;20.488
Total Nacional;Cataluña;Tarragona;;Media de la renta por unidad de consumo;2021;19.623
Total Nacional;Cataluña;Tarragona;;Media de la renta por unidad de consumo;2020;18.723
Total Nacional;Cataluña;Tarragona;;Media de la renta por unidad de consumo;2019;18.741
Total Nacional;Cataluña;Tarragona;;Media de la renta por unidad de consumo;2018;18.121
Total Nacional;Cataluña;Tarragona;;Mediana de la renta por unidad de consumo;2022;17.850
Total Nacional;Cataluña;Tarragona;;Mediana de la renta por unidad de consumo;2021;17.150
Total Nacional;Cataluña;Tarragona;;Mediana de la renta por unidad de consumo;2020;16.450
Total Nacional;Cataluña;Tarragona;;Mediana de la renta por unidad de consumo;2019;16.450
Total Nacional;Cataluña;Tarragona;;Mediana de la renta por unidad de consumo;2018;15.750
Total Nacional;Cataluña;Tarragona;;Renta bruta media por persona;2022;16.682
Total Nacional;Cataluña;Tarragona;;Renta bruta media por persona;2021;15.865
Total Nacional;Cataluña;Tarragona;;Renta bruta media por persona;2020;15.002
Total Nacional;Cataluña;Tarragona;;Renta bruta media por persona;2019;14.932
Total Nacional;Cataluña;Tarragona;;Renta bruta media por persona;2018;14.418
Total Nacional;Cataluña;Tarragona;;Renta bruta media por hogar;2022;42.546
Total Nacional;Cataluña;Tarragona;;Renta bruta media por hogar;2021;40.378
Total Nacional;Cataluña;Tarragona;;Renta bruta media por hogar;2020;38.403
Total Nacional;Cataluña;Tarragona;;Renta bruta media por hogar;2019;38.502
Total Nacional;Cataluña;Tarragona;;Renta bruta media por hogar;2018;37.155
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta neta media por persona;2022;11.378
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta neta media por persona;2021;10.770
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta neta media por persona;2020;10.236
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta neta media por persona;2019;10.177
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta neta media por persona;2018;9.736
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta neta media por hogar;2022;28.965
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta neta media por hogar;2021;27.380
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta neta media por hogar;2020;26.274
Total Nacional;Comunitat Valenciana;Alicante/Alacant;;Renta neta media por hogar;2019;26.293
